,month_slot,number_of_schools,idle_days_avg,active_days_avg,num_of_students,e_num_mod_avg,m_num_mod_avg,s_num_mod_avg,e_ts_dom,m_ts_dom,s_ts_dom,e_num_mod_perday_avg,m_num_mod_perday_avg,s_num_mod_perday_avg,month_slot_dt
2,Jul-2018,47,1.3829787234042554,2.0,14.27659574468085,2.0,3.152173913043478,4.282608695652174,0.8696056547619048,0.8969401041666667,0.8207331471084869,1.852440476190476,1.8272041062801934,1.6456291685887812,2018-07-01
0,Aug-2018,38,1.236842105263158,2.6052631578947367,18.94736842105263,1.56,2.3076923076923075,3.342857142857143,0.6615613553113553,0.771816446081152,0.8059510776644794,1.288095238095238,1.453354102982416,1.3935195387674912,2018-08-01
5,Sep-2018,50,0.88,2.42,23.96,1.5161290322580645,1.975,2.977777777777778,0.5818144052963257,0.6286288696007394,0.7559139338856286,1.1190424149485436,1.221001205107242,1.3149597501878714,2018-09-01
4,Oct-2018,55,0.32727272727272727,2.109090909090909,24.21818181818182,1.625,2.2051282051282053,3.1875,0.6606881412407841,0.8462325217063837,0.8761208881840096,1.1235977408026558,1.2596148149434645,1.3308354166638767,2018-10-01
3,Nov-2018,42,0.47619047619047616,1.6666666666666667,21.023809523809526,1.4375,2.230769230769231,2.725,0.5574318806525745,0.6697190497248099,0.7486502266530464,1.0514717487373737,1.1408430615083842,1.2185379307583255,2018-11-01
1,Dec-2018,13,0.8461538461538461,1.5384615384615385,14.76923076923077,1.2857142857142858,1.75,2.1818181818181817,0.6245014245014244,0.8298717948717949,0.6168210218870156,1.0547619047619048,1.0876696832579187,1.150694052324487,2018-12-01
