CurrentMission,,school_server_code,tool_name,createdat_start,createdat_end,current_mission,time_spent,appData,StagePlayed_new,language,session_id,user_id,domain,date_created,mission_skip_number,mission_skip_forward,mission_skip_backward,stage_skip_number,stage_skip_number_backward,createdat_end_new,anomoly_flag,ToolsClicked,MissionsCompleted,CurrentLevel,CurrentMission,scoreAchieved,GlossaryDownloaded,MissionsPlayed,starEarned,NumberOfClues,StagePlayed,ReplayUsedNumber,CorrectRelease,TimeSpentStage,starTotal,IncorrectRelease,statusConpleted,StorySkiped,highScore,HyperlinksClicked,NumberOfErrors,ts_hr,ts_min,ts_sec,clue_number,clue_text,clue_result
Mission1,2,1011020-ct20,policesquad,,2018-07-27 23:44:32,Mission 1,0:2:1,"{'ToolsClicked': '[""Right Angle tool""]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['all1equalsides', ['fig027', 'fig043', 'fig038', 'fig052', None, None, None, None], ['अपराधी\xa0के\xa0पास कोई सम कोण नहीं हैं', 'अपराधी\xa0के\xa0पास 2 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 5  भुजाएँ हैं'], ['Correct', 'Incorrect', 'Correct']], 'scoreAchieved': 30, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 2, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 0, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig052""]}]', 'statusConpleted': 'passed', 'StorySkiped': True, 'highScore': 30, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:2:1'}",2.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,1.0,0.0,2018-07-27 23:44,0.0,"[""RightAngletool""]","[0,0,0,0]",,Mission1,30.0,False,"[1,0,0,0]",0.0,,2.0,4.0,[],0:1:26,0.0,"[{""clue"":2,""fig"":[""fig052""]}]",passed,True,30.0,[],,0.0,2.0,1.0,1.0,अपराधी\xa0के\xa0पासकमसेकम5भुजाएँहैं],Correct]]
Mission1,1,1011020-ct20,policesquad,,2018-07-27 23:44:32,Mission 1,0:2:1,"{'ToolsClicked': '[""Right Angle tool""]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['all1equalsides', ['fig027', 'fig043', 'fig038', 'fig052', None, None, None, None], ['अपराधी\xa0के\xa0पास कोई सम कोण नहीं हैं', 'अपराधी\xa0के\xa0पास 2 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 5  भुजाएँ हैं'], ['Correct', 'Incorrect', 'Correct']], 'scoreAchieved': 30, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 2, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 0, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig052""]}]', 'statusConpleted': 'passed', 'StorySkiped': True, 'highScore': 30, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:2:1'}",2.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,1.0,0.0,2018-07-27 23:44,0.0,"[""RightAngletool""]","[0,0,0,0]",,Mission1,30.0,False,"[1,0,0,0]",0.0,,2.0,4.0,[],0:1:26,0.0,"[{""clue"":2,""fig"":[""fig052""]}]",passed,True,30.0,[],,0.0,2.0,1.0,2.0,अपराधी\xa0के\xa0पास2सेकमसमकोणहैं,Incorrect
Mission1,0,1011020-ct20,policesquad,,2018-07-27 23:44:32,Mission 1,0:2:1,"{'ToolsClicked': '[""Right Angle tool""]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['all1equalsides', ['fig027', 'fig043', 'fig038', 'fig052', None, None, None, None], ['अपराधी\xa0के\xa0पास कोई सम कोण नहीं हैं', 'अपराधी\xa0के\xa0पास 2 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 5  भुजाएँ हैं'], ['Correct', 'Incorrect', 'Correct']], 'scoreAchieved': 30, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 2, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 0, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig052""]}]', 'statusConpleted': 'passed', 'StorySkiped': True, 'highScore': 30, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:2:1'}",2.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,1.0,0.0,2018-07-27 23:44,0.0,"[""RightAngletool""]","[0,0,0,0]",,Mission1,30.0,False,"[1,0,0,0]",0.0,,2.0,4.0,[],0:1:26,0.0,"[{""clue"":2,""fig"":[""fig052""]}]",passed,True,30.0,[],,0.0,2.0,1.0,3.0,[अपराधी\xa0के\xa0पासकोईसमकोणनहींहैं,[Correct
Mission1,2,1011020-ct20,policesquad,,2018-07-27 23:46:06,Mission 1,0:1:33,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CurrentLevel': '', 'CurrentMission': 'Mission 1', 'CaseDetails': ['exactly3rightangles', ['fig036', 'fig041', 'fig059', 'fig046', None, None, None, None], ['अपराधी\xa0के\xa0पास 6 से कम  भुजाएँ हैं', 'अपराधी\xa0के\xa0पास कम से कम 1 सम कोण हैं', 'अपराधी\xa0के\xa0पास 4 से अधिक  भुजाएँ हैं'], ['Correct', 'Correct', 'Correct']], 'scoreAchieved': 80, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 1, 'NumberOfClues': '', 'StagePlayed': 3, 'ReplayUsedNumber': 4, 'CorrectRelease': '[]', 'TimeSpentStage': '0:1:33', 'starTotal': 1, 'IncorrectRelease': '[]', 'statusConpleted': 'passed', 'StorySkiped': True, 'highScore': 80, 'HyperlinksClicked': '[]', 'NumberOfErrors': ''}",3.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,1.0,0.0,2018-07-27 23:46,0.0,[],"[0,0,0,0]",,Mission1,80.0,False,"[1,0,0,0]",1.0,,3.0,4.0,[],0:1:33,1.0,[],passed,True,80.0,[],,0.0,1.0,33.0,1.0,अपराधी\xa0के\xa0पास4सेअधिकभुजाएँहैं],Correct]]
Mission1,1,1011020-ct20,policesquad,,2018-07-27 23:46:06,Mission 1,0:1:33,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CurrentLevel': '', 'CurrentMission': 'Mission 1', 'CaseDetails': ['exactly3rightangles', ['fig036', 'fig041', 'fig059', 'fig046', None, None, None, None], ['अपराधी\xa0के\xa0पास 6 से कम  भुजाएँ हैं', 'अपराधी\xa0के\xa0पास कम से कम 1 सम कोण हैं', 'अपराधी\xa0के\xa0पास 4 से अधिक  भुजाएँ हैं'], ['Correct', 'Correct', 'Correct']], 'scoreAchieved': 80, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 1, 'NumberOfClues': '', 'StagePlayed': 3, 'ReplayUsedNumber': 4, 'CorrectRelease': '[]', 'TimeSpentStage': '0:1:33', 'starTotal': 1, 'IncorrectRelease': '[]', 'statusConpleted': 'passed', 'StorySkiped': True, 'highScore': 80, 'HyperlinksClicked': '[]', 'NumberOfErrors': ''}",3.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,1.0,0.0,2018-07-27 23:46,0.0,[],"[0,0,0,0]",,Mission1,80.0,False,"[1,0,0,0]",1.0,,3.0,4.0,[],0:1:33,1.0,[],passed,True,80.0,[],,0.0,1.0,33.0,2.0,अपराधी\xa0के\xa0पासकमसेकम1समकोणहैं,Correct
Mission1,0,1011020-ct20,policesquad,,2018-07-27 23:46:06,Mission 1,0:1:33,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CurrentLevel': '', 'CurrentMission': 'Mission 1', 'CaseDetails': ['exactly3rightangles', ['fig036', 'fig041', 'fig059', 'fig046', None, None, None, None], ['अपराधी\xa0के\xa0पास 6 से कम  भुजाएँ हैं', 'अपराधी\xa0के\xa0पास कम से कम 1 सम कोण हैं', 'अपराधी\xa0के\xa0पास 4 से अधिक  भुजाएँ हैं'], ['Correct', 'Correct', 'Correct']], 'scoreAchieved': 80, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 1, 'NumberOfClues': '', 'StagePlayed': 3, 'ReplayUsedNumber': 4, 'CorrectRelease': '[]', 'TimeSpentStage': '0:1:33', 'starTotal': 1, 'IncorrectRelease': '[]', 'statusConpleted': 'passed', 'StorySkiped': True, 'highScore': 80, 'HyperlinksClicked': '[]', 'NumberOfErrors': ''}",3.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,1.0,0.0,2018-07-27 23:46,0.0,[],"[0,0,0,0]",,Mission1,80.0,False,"[1,0,0,0]",1.0,,3.0,4.0,[],0:1:33,1.0,[],passed,True,80.0,[],,0.0,1.0,33.0,3.0,[अपराधी\xa0के\xa0पास6सेकमभुजाएँहैं,[Correct
Mission1,3,1011020-ct20,policesquad,,2018-07-27 23:50:51,Mission 1,0:3:53,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['exactly3obtuseangles', ['fig032', 'fig041', 'fig058', 'fig038', 'fig002', 'fig016', None, None], ['अपराधी\xa0के\xa0पास कम से कम 1 अधिक कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 2 अधिक कोण हैं', 'अपराधी\xa0के\xa0पास 3 से अधिक  भुजाएँ हैं'], ['Incorrect', 'Incorrect', 'Incorrect', 'Correct']], 'scoreAchieved': 60, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 4, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 1, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig058""]},{""clue"":3,""fig"":[""fig038"",""fig016""]},{""clue"":4,""fig"":[""fig041""]}]', 'statusConpleted': 'failed', 'StorySkiped': True, 'highScore': 80, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:3:53'}",4.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,0.0,0.0,2018-07-27 23:50,0.0,[],"[0,0,0,0]",,Mission1,60.0,False,"[1,0,0,0]",0.0,,4.0,4.0,[],0:1:33,1.0,"[{""clue"":2,""fig"":[""fig058""]},{""clue"":3,""fig"":[""fig038"",""fig016""]},{""clue"":4,""fig"":[""fig041""]}]",failed,True,80.0,[],,0.0,3.0,53.0,1.0,अपराधी\xa0के\xa0पास3सेअधिकभुजाएँहैं],Correct]]
Mission1,2,1011020-ct20,policesquad,,2018-07-27 23:50:51,Mission 1,0:3:53,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['exactly3obtuseangles', ['fig032', 'fig041', 'fig058', 'fig038', 'fig002', 'fig016', None, None], ['अपराधी\xa0के\xa0पास कम से कम 1 अधिक कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 2 अधिक कोण हैं', 'अपराधी\xa0के\xa0पास 3 से अधिक  भुजाएँ हैं'], ['Incorrect', 'Incorrect', 'Incorrect', 'Correct']], 'scoreAchieved': 60, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 4, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 1, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig058""]},{""clue"":3,""fig"":[""fig038"",""fig016""]},{""clue"":4,""fig"":[""fig041""]}]', 'statusConpleted': 'failed', 'StorySkiped': True, 'highScore': 80, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:3:53'}",4.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,0.0,0.0,2018-07-27 23:50,0.0,[],"[0,0,0,0]",,Mission1,60.0,False,"[1,0,0,0]",0.0,,4.0,4.0,[],0:1:33,1.0,"[{""clue"":2,""fig"":[""fig058""]},{""clue"":3,""fig"":[""fig038"",""fig016""]},{""clue"":4,""fig"":[""fig041""]}]",failed,True,80.0,[],,0.0,3.0,53.0,2.0,अपराधी\xa0के\xa0पासकमसेकम2अधिककोणहैं,Incorrect
Mission1,1,1011020-ct20,policesquad,,2018-07-27 23:50:51,Mission 1,0:3:53,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['exactly3obtuseangles', ['fig032', 'fig041', 'fig058', 'fig038', 'fig002', 'fig016', None, None], ['अपराधी\xa0के\xa0पास कम से कम 1 अधिक कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 2 अधिक कोण हैं', 'अपराधी\xa0के\xa0पास 3 से अधिक  भुजाएँ हैं'], ['Incorrect', 'Incorrect', 'Incorrect', 'Correct']], 'scoreAchieved': 60, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 4, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 1, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig058""]},{""clue"":3,""fig"":[""fig038"",""fig016""]},{""clue"":4,""fig"":[""fig041""]}]', 'statusConpleted': 'failed', 'StorySkiped': True, 'highScore': 80, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:3:53'}",4.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,0.0,0.0,2018-07-27 23:50,0.0,[],"[0,0,0,0]",,Mission1,60.0,False,"[1,0,0,0]",0.0,,4.0,4.0,[],0:1:33,1.0,"[{""clue"":2,""fig"":[""fig058""]},{""clue"":3,""fig"":[""fig038"",""fig016""]},{""clue"":4,""fig"":[""fig041""]}]",failed,True,80.0,[],,0.0,3.0,53.0,3.0,अपराधी\xa0के\xa0पास3सेकमसमकोणहैं,Incorrect
Mission1,0,1011020-ct20,policesquad,,2018-07-27 23:50:51,Mission 1,0:3:53,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['exactly3obtuseangles', ['fig032', 'fig041', 'fig058', 'fig038', 'fig002', 'fig016', None, None], ['अपराधी\xa0के\xa0पास कम से कम 1 अधिक कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 2 अधिक कोण हैं', 'अपराधी\xa0के\xa0पास 3 से अधिक  भुजाएँ हैं'], ['Incorrect', 'Incorrect', 'Incorrect', 'Correct']], 'scoreAchieved': 60, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 4, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 1, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig058""]},{""clue"":3,""fig"":[""fig038"",""fig016""]},{""clue"":4,""fig"":[""fig041""]}]', 'statusConpleted': 'failed', 'StorySkiped': True, 'highScore': 80, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:3:53'}",4.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,0.0,0.0,2018-07-27 23:50,0.0,[],"[0,0,0,0]",,Mission1,60.0,False,"[1,0,0,0]",0.0,,4.0,4.0,[],0:1:33,1.0,"[{""clue"":2,""fig"":[""fig058""]},{""clue"":3,""fig"":[""fig038"",""fig016""]},{""clue"":4,""fig"":[""fig041""]}]",failed,True,80.0,[],,0.0,3.0,53.0,4.0,[अपराधी\xa0के\xa0पासकमसेकम1अधिककोणहैं,[Incorrect
Mission1,1,1011020-ct20,policesquad,,2018-07-27 23:52:57,Mission 1,0:2:4,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CurrentLevel': '', 'CurrentMission': 'Mission 1', 'CaseDetails': ['exactly2obtuseangles', ['fig024', 'fig050', 'fig049', 'fig021', 'fig053', 'fig009', None, None], ['अपराधी\xa0के\xa0पास कोई सम कोण नहीं हैं', 'अपराधी\xa0के\xa0पास 2 से कम सम कोण हैं'], ['Correct', 'Incorrect']], 'scoreAchieved': 100, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'NumberOfClues': '', 'StagePlayed': 4, 'ReplayUsedNumber': 4, 'CorrectRelease': '[]', 'TimeSpentStage': '0:2:4', 'starTotal': 1, 'IncorrectRelease': '[{""clue"":1,""fig"":[""fig049"",""fig053"",""fig009""]}]', 'statusConpleted': 'passed', 'StorySkiped': True, 'highScore': 100, 'HyperlinksClicked': '[]', 'NumberOfErrors': ''}",4.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,1.0,0.0,2018-07-27 23:52,0.0,[],"[0,0,0,0]",,Mission1,100.0,False,"[1,0,0,0]",0.0,,4.0,4.0,[],0:2:4,1.0,"[{""clue"":1,""fig"":[""fig049"",""fig053"",""fig009""]}]",passed,True,100.0,[],,0.0,2.0,4.0,1.0,अपराधी\xa0के\xa0पास2सेकमसमकोणहैं],Incorrect]]
Mission1,0,1011020-ct20,policesquad,,2018-07-27 23:52:57,Mission 1,0:2:4,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CurrentLevel': '', 'CurrentMission': 'Mission 1', 'CaseDetails': ['exactly2obtuseangles', ['fig024', 'fig050', 'fig049', 'fig021', 'fig053', 'fig009', None, None], ['अपराधी\xa0के\xa0पास कोई सम कोण नहीं हैं', 'अपराधी\xa0के\xa0पास 2 से कम सम कोण हैं'], ['Correct', 'Incorrect']], 'scoreAchieved': 100, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'NumberOfClues': '', 'StagePlayed': 4, 'ReplayUsedNumber': 4, 'CorrectRelease': '[]', 'TimeSpentStage': '0:2:4', 'starTotal': 1, 'IncorrectRelease': '[{""clue"":1,""fig"":[""fig049"",""fig053"",""fig009""]}]', 'statusConpleted': 'passed', 'StorySkiped': True, 'highScore': 100, 'HyperlinksClicked': '[]', 'NumberOfErrors': ''}",4.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,0.0,0.0,0.0,1.0,0.0,2018-07-27 23:52,0.0,[],"[0,0,0,0]",,Mission1,100.0,False,"[1,0,0,0]",0.0,,4.0,4.0,[],0:2:4,1.0,"[{""clue"":1,""fig"":[""fig049"",""fig053"",""fig009""]}]",passed,True,100.0,[],,0.0,2.0,4.0,2.0,[अपराधी\xa0के\xa0पासकोईसमकोणनहींहैं,[Correct
Mission1,4,1011020-ct20,policesquad,,2018-07-27 23:57:11,Mission 1,0:4:13,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['exactly3acuteangles', ['fig026', 'fig021', 'fig002', 'fig023', 'fig039', 'fig033', None, None], ['अपराधी\xa0के\xa0पास 2 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास 1 से अधिक न्यून कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 1 न्यून कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम अधिक कोण हैं'], ['Incorrect', 'Incorrect', 'Correct', 'Incorrect', 'Correct']], 'scoreAchieved': 60, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 5, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 1, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig002""]},{""clue"":4,""fig"":[""fig033""]},{""clue"":5,""fig"":[""fig023""]}]', 'statusConpleted': 'failed', 'StorySkiped': True, 'highScore': 100, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:4:13'}",5.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,999.0,0.0,0.0,777.0,0.0,2018-07-27 23:57,0.0,[],"[0,0,0,0]",,Mission1,60.0,False,"[1,0,0,0]",0.0,,5.0,4.0,[],0:2:4,1.0,"[{""clue"":2,""fig"":[""fig002""]},{""clue"":4,""fig"":[""fig033""]},{""clue"":5,""fig"":[""fig023""]}]",failed,True,100.0,[],,0.0,4.0,13.0,1.0,अपराधी\xa0के\xa0पास3सेकमअधिककोणहैं],Correct]]
Mission1,3,1011020-ct20,policesquad,,2018-07-27 23:57:11,Mission 1,0:4:13,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['exactly3acuteangles', ['fig026', 'fig021', 'fig002', 'fig023', 'fig039', 'fig033', None, None], ['अपराधी\xa0के\xa0पास 2 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास 1 से अधिक न्यून कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 1 न्यून कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम अधिक कोण हैं'], ['Incorrect', 'Incorrect', 'Correct', 'Incorrect', 'Correct']], 'scoreAchieved': 60, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 5, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 1, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig002""]},{""clue"":4,""fig"":[""fig033""]},{""clue"":5,""fig"":[""fig023""]}]', 'statusConpleted': 'failed', 'StorySkiped': True, 'highScore': 100, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:4:13'}",5.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,999.0,0.0,0.0,777.0,0.0,2018-07-27 23:57,0.0,[],"[0,0,0,0]",,Mission1,60.0,False,"[1,0,0,0]",0.0,,5.0,4.0,[],0:2:4,1.0,"[{""clue"":2,""fig"":[""fig002""]},{""clue"":4,""fig"":[""fig033""]},{""clue"":5,""fig"":[""fig023""]}]",failed,True,100.0,[],,0.0,4.0,13.0,2.0,अपराधी\xa0के\xa0पासकमसेकम1न्यूनकोणहैं,Incorrect
Mission1,2,1011020-ct20,policesquad,,2018-07-27 23:57:11,Mission 1,0:4:13,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['exactly3acuteangles', ['fig026', 'fig021', 'fig002', 'fig023', 'fig039', 'fig033', None, None], ['अपराधी\xa0के\xa0पास 2 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास 1 से अधिक न्यून कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 1 न्यून कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम अधिक कोण हैं'], ['Incorrect', 'Incorrect', 'Correct', 'Incorrect', 'Correct']], 'scoreAchieved': 60, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 5, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 1, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig002""]},{""clue"":4,""fig"":[""fig033""]},{""clue"":5,""fig"":[""fig023""]}]', 'statusConpleted': 'failed', 'StorySkiped': True, 'highScore': 100, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:4:13'}",5.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,999.0,0.0,0.0,777.0,0.0,2018-07-27 23:57,0.0,[],"[0,0,0,0]",,Mission1,60.0,False,"[1,0,0,0]",0.0,,5.0,4.0,[],0:2:4,1.0,"[{""clue"":2,""fig"":[""fig002""]},{""clue"":4,""fig"":[""fig033""]},{""clue"":5,""fig"":[""fig023""]}]",failed,True,100.0,[],,0.0,4.0,13.0,3.0,अपराधी\xa0के\xa0पास3सेकमसमकोणहैं,Correct
Mission1,1,1011020-ct20,policesquad,,2018-07-27 23:57:11,Mission 1,0:4:13,"{'ToolsClicked': '[]', 'MissionsCompleted': [0, 0, 0, 0], 'CorrectRelease': '[]', 'CurrentLevel': '', 'CaseDetails': ['exactly3acuteangles', ['fig026', 'fig021', 'fig002', 'fig023', 'fig039', 'fig033', None, None], ['अपराधी\xa0के\xa0पास 2 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास 1 से अधिक न्यून कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम सम कोण हैं', 'अपराधी\xa0के\xa0पास कम से कम 1 न्यून कोण हैं', 'अपराधी\xa0के\xa0पास 3 से कम अधिक कोण हैं'], ['Incorrect', 'Incorrect', 'Correct', 'Incorrect', 'Correct']], 'scoreAchieved': 60, 'GlossaryDownloaded': False, 'MissionsPlayed': [1, 0, 0, 0], 'starEarned': 0, 'HyperlinksClicked': '[]', 'StagePlayed': 5, 'ReplayUsedNumber': 4, 'NumberOfErrors': '', 'NumberOfClues': '', 'starTotal': 1, 'IncorrectRelease': '[{""clue"":2,""fig"":[""fig002""]},{""clue"":4,""fig"":[""fig033""]},{""clue"":5,""fig"":[""fig023""]}]', 'statusConpleted': 'failed', 'StorySkiped': True, 'highScore': 100, 'CurrentMission': 'Mission 1', 'TimeSpentStage': '0:4:13'}",5.0,hi,wr2mn6g0vkxwsrn3f3x7cqnh9li1h59b,546212.0,m,2018-07-27,999.0,0.0,0.0,777.0,0.0,2018-07-27 23:57,0.0,[],"[0,0,0,0]",,Mission1,60.0,False,"[1,0,0,0]",0.0,,5.0,4.0,[],0:2:4,1.0,"[{""clue"":2,""fig"":[""fig002""]},{""clue"":4,""fig"":[""fig033""]},{""clue"":5,""fig"":[""fig023""]}]",failed,True,100.0,[],,0.0,4.0,13.0,4.0,अपराधी\xa0के\xa0पास1सेअधिकन्यूनकोणहैं,Incorrect
