school_server_code,tool_name,createdat_start,createdat_end,time_spent,session_id,user_id,domain
2031003-mz3,food_sharing_tool,,2018-09-13 14:45:05,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:48:36,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:48:51,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:49:09,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:49:54,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:51:04,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:51:09,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:51:23,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:54:43,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:54:49,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:56:12,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:56:27,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:56:41,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:56:54,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 15:01:32,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 15:02:31,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 15:03:16,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 15:04:50,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 15:04:57,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 15:05:48,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 15:06:11,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 15:08:54,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 15:12:57,,nt06h3zkzet76f8k1db3806bkez2xgfh,4115,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:43:13,,tvpdyaq50oroi3k7t42ksmmb6eaxmwz7,4117,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:47:06,,tvpdyaq50oroi3k7t42ksmmb6eaxmwz7,4117,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:47:27,,tvpdyaq50oroi3k7t42ksmmb6eaxmwz7,4117,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:47:42,,tvpdyaq50oroi3k7t42ksmmb6eaxmwz7,4117,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:48:02,,tvpdyaq50oroi3k7t42ksmmb6eaxmwz7,4117,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:50:44,,tvpdyaq50oroi3k7t42ksmmb6eaxmwz7,4117,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:50:50,,tvpdyaq50oroi3k7t42ksmmb6eaxmwz7,4117,m
2031003-mz3,food_sharing_tool,,2018-09-13 14:51:10,,tvpdyaq50oroi3k7t42ksmmb6eaxmwz7,4117,m
