school_server_code,Server on Without Activity,Tools only Activity,Modules only Activity,Tools with Modules Activity
2031010-mz10,46,0,1,0
2031003-mz3,2,1,14,3
2031020-mz20,6,0,13,0
2031030-mz30,8,2,3,4
2031017-mz17,2,0,12,1
2031029-mz29,0,0,13,2
2031002-mz2,1,0,3,7
2031007-mz7,2,0,4,2
2031012-mz12,5,0,3,0
2031027-mz27,0,3,6,0
2031008-mz8,2,0,3,2
2031005-mz5,2,0,2,1
2031022-mz22,1,0,4,0
2031004-mz4,3,0,1,1
2031021-mz21,1,0,2,1
2031028-mz28,2,0,0,1
