,school_code,level_1,module_name,duration_weeks,event
658,3051030.0,0,Atomic_Structure,13.0,1
659,3051030.0,1,Basic_Astronomy,11.0,1
660,3051030.0,2,English_Beginner,13.0,1
661,3051030.0,3,English_Elementary,13.0,1
662,3051030.0,4,Geometric_Reasoning_Part_I,13.0,1
663,3051030.0,5,Geometric_Reasoning_Part_II,13.0,1
664,3051030.0,6,Health_and_Disease,10.0,1
665,3051030.0,7,Linear_Equations,13.0,1
668,3051030.0,10,Proportional_Reasoning,7.0,1
669,3051030.0,11,Reflecting_on_Values,0.0,1
670,3051030.0,12,Sound,0.0,1
671,3051030.0,13,Understanding_Motion,13.0,1
672,3051031.0,0,Atomic_Structure,10.0,1
673,3051031.0,1,Basic_Astronomy,10.0,1
674,3051031.0,2,Ecosystem,2.0,1
675,3051031.0,3,English_Beginner,10.0,1
676,3051031.0,4,English_Elementary,10.0,1
677,3051031.0,5,Geometric_Reasoning_Part_I,10.0,1
678,3051031.0,6,Geometric_Reasoning_Part_II,10.0,1
679,3051031.0,7,Health_and_Disease,0.0,1
680,3051031.0,8,Linear_Equations,8.0,1
683,3051031.0,11,Proportional_Reasoning,3.0,1
684,3051031.0,12,Reflecting_on_Values,7.0,1
685,3051031.0,13,Sound,10.0,1
686,3051031.0,14,Understanding_Motion,7.0,1
687,3051032.0,0,Atomic_Structure,8.0,1
688,3051032.0,1,Basic_Astronomy,8.0,1
689,3051032.0,2,Ecosystem,9.0,1
690,3051032.0,3,English_Beginner,20.0,1
691,3051032.0,4,English_Elementary,15.0,1
692,3051032.0,5,Geometric_Reasoning_Part_I,16.0,1
693,3051032.0,6,Geometric_Reasoning_Part_II,16.0,1
694,3051032.0,7,Health_and_Disease,14.0,1
695,3051032.0,8,Linear_Equations,8.0,1
698,3051032.0,11,Proportional_Reasoning,14.0,1
699,3051032.0,12,Reflecting_on_Values,9.0,1
700,3051032.0,13,Sound,9.0,1
701,3051032.0,14,Understanding_Motion,11.0,1
702,3051033.0,0,Atomic_Structure,19.0,1
703,3051033.0,1,Basic_Astronomy,19.0,1
704,3051033.0,2,Ecosystem,0.0,1
705,3051033.0,3,English_Beginner,19.0,1
706,3051033.0,4,English_Elementary,13.0,1
707,3051033.0,5,Geometric_Reasoning_Part_I,19.0,1
708,3051033.0,6,Geometric_Reasoning_Part_II,13.0,1
709,3051033.0,7,Health_and_Disease,18.0,1
710,3051033.0,8,Linear_Equations,11.0,1
713,3051033.0,11,Proportional_Reasoning,12.0,1
714,3051033.0,12,Reflecting_on_Values,17.0,1
715,3051033.0,13,Sound,19.0,1
716,3051033.0,14,Understanding_Motion,19.0,1
717,3051036.0,0,Atomic_Structure,0.0,1
718,3051036.0,1,Basic_Astronomy,3.0,1
719,3051036.0,2,Ecosystem,0.0,1
720,3051036.0,3,English_Beginner,0.0,1
721,3051036.0,4,English_Elementary,0.0,1
722,3051036.0,5,Geometric_Reasoning_Part_I,0.0,1
723,3051036.0,6,Geometric_Reasoning_Part_II,0.0,1
724,3051036.0,7,Health_and_Disease,0.0,1
725,3051036.0,8,Linear_Equations,5.0,1
727,3051036.0,10,Reflecting_on_Values,0.0,1
728,3051036.0,11,Sound,9.0,1
729,3051036.0,12,Understanding_Motion,0.0,1
730,3051040.0,0,Atomic_Structure,0.0,1
731,3051040.0,1,Basic_Astronomy,0.0,1
732,3051040.0,2,English_Beginner,0.0,1
733,3051040.0,3,English_Elementary,0.0,1
734,3051040.0,4,Geometric_Reasoning_Part_I,0.0,1
735,3051040.0,5,Geometric_Reasoning_Part_II,0.0,1
736,3051040.0,6,Linear_Equations,0.0,1
739,3051040.0,9,Sound,0.0,1
740,3051040.0,10,Understanding_Motion,0.0,1
741,3051041.0,0,Atomic_Structure,7.0,1
742,3051041.0,1,Basic_Astronomy,0.0,1
743,3051041.0,2,Ecosystem,0.0,1
744,3051041.0,3,English_Beginner,7.0,1
745,3051041.0,4,English_Elementary,7.0,1
746,3051041.0,5,Geometric_Reasoning_Part_I,0.0,1
747,3051041.0,6,Geometric_Reasoning_Part_II,0.0,1
748,3051041.0,7,Linear_Equations,0.0,1
751,3051041.0,10,Reflecting_on_Values,0.0,1
752,3051041.0,11,Sound,0.0,1
753,3051041.0,12,Understanding_Motion,4.0,1
754,3051044.0,0,Basic_Astronomy,0.0,1
755,3051044.0,1,Ecosystem,0.0,1
756,3051044.0,2,English_Elementary,0.0,1
757,3051044.0,3,Geometric_Reasoning_Part_I,0.0,1
758,3051044.0,4,Proportional_Reasoning,0.0,1
759,3051045.0,0,Atomic_Structure,0.0,1
760,3051045.0,1,Basic_Astronomy,0.0,1
761,3051045.0,2,English_Beginner,0.0,1
762,3051045.0,3,English_Elementary,15.0,1
763,3051045.0,4,Geometric_Reasoning_Part_I,15.0,1
764,3051045.0,5,Geometric_Reasoning_Part_II,15.0,1
765,3051045.0,6,Health_and_Disease,0.0,1
766,3051045.0,7,Linear_Equations,15.0,1
769,3051045.0,10,Sound,0.0,1
770,3051045.0,11,Understanding_Motion,0.0,1
771,3051047.0,0,Atomic_Structure,14.0,1
772,3051047.0,1,Basic_Astronomy,14.0,1
773,3051047.0,2,English_Beginner,16.0,1
774,3051047.0,3,English_Elementary,16.0,1
775,3051047.0,4,Geometric_Reasoning_Part_I,8.0,1
776,3051047.0,5,Geometric_Reasoning_Part_II,8.0,1
777,3051047.0,6,Linear_Equations,0.0,1
780,3051047.0,9,Sound,0.0,1
781,3051047.0,10,Understanding_Motion,0.0,1
782,3051049.0,0,Atomic_Structure,13.0,1
783,3051049.0,1,Basic_Astronomy,13.0,1
784,3051049.0,2,Ecosystem,15.0,1
785,3051049.0,3,English_Beginner,13.0,1
786,3051049.0,4,English_Elementary,15.0,1
787,3051049.0,5,Geometric_Reasoning_Part_I,11.0,1
788,3051049.0,6,Geometric_Reasoning_Part_II,11.0,1
789,3051049.0,7,Health_and_Disease,0.0,1
790,3051049.0,8,Linear_Equations,4.0,1
793,3051049.0,11,Proportional_Reasoning,2.0,1
794,3051049.0,12,Sound,0.0,1
795,3051049.0,13,Understanding_Motion,0.0,1
796,3072002.0,0,Atomic_Structure,16.0,1
797,3072002.0,1,Basic_Astronomy,16.0,1
798,3072002.0,2,Ecosystem,11.0,1
799,3072002.0,3,English_Beginner,20.0,1
800,3072002.0,4,English_Elementary,19.0,1
801,3072002.0,5,Geometric_Reasoning_Part_I,13.0,1
802,3072002.0,6,Geometric_Reasoning_Part_II,13.0,1
803,3072002.0,7,Health_and_Disease,3.0,1
804,3072002.0,8,Linear_Equations,16.0,1
807,3072002.0,11,Proportional_Reasoning,5.0,1
808,3072002.0,12,Reflecting_on_Values,0.0,1
809,3072002.0,13,Sound,16.0,1
810,3072002.0,14,Understanding_Motion,20.0,1
811,3072003.0,0,Atomic_Structure,9.0,1
812,3072003.0,1,Basic_Astronomy,3.0,1
813,3072003.0,2,English_Beginner,0.0,1
814,3072003.0,3,English_Elementary,0.0,1
815,3072003.0,4,Geometric_Reasoning_Part_I,8.0,1
816,3072003.0,5,Geometric_Reasoning_Part_II,0.0,1
817,3072003.0,6,Health_and_Disease,3.0,1
818,3072003.0,7,Linear_Equations,0.0,1
821,3072003.0,10,Sound,0.0,1
822,3072003.0,11,Understanding_Motion,0.0,1
823,3072006.0,0,Atomic_Structure,0.0,1
824,3072006.0,1,Basic_Astronomy,13.0,1
825,3072006.0,2,English_Beginner,0.0,1
826,3072006.0,3,English_Elementary,0.0,1
827,3072006.0,4,Geometric_Reasoning_Part_I,0.0,1
828,3072006.0,5,Geometric_Reasoning_Part_II,0.0,1
829,3072006.0,6,Health_and_Disease,1.0,1
830,3072006.0,7,Linear_Equations,0.0,1
833,3072006.0,10,Proportional_Reasoning,1.0,1
834,3072006.0,11,Sound,0.0,1
835,3072006.0,12,Understanding_Motion,0.0,1
836,3072008.0,0,Atomic_Structure,20.0,1
837,3072008.0,1,Basic_Astronomy,0.0,1
838,3072008.0,2,Ecosystem,0.0,1
839,3072008.0,3,English_Beginner,19.0,1
840,3072008.0,4,English_Elementary,0.0,1
841,3072008.0,5,Geometric_Reasoning_Part_I,0.0,1
842,3072008.0,6,Geometric_Reasoning_Part_II,0.0,1
843,3072008.0,7,Health_and_Disease,1.0,1
844,3072008.0,8,Linear_Equations,0.0,1
847,3072008.0,11,Proportional_Reasoning,0.0,1
848,3072008.0,12,Sound,0.0,1
849,3072008.0,13,Understanding_Motion,0.0,1
850,3072012.0,0,Atomic_Structure,13.0,1
851,3072012.0,1,Basic_Astronomy,1.0,1
852,3072012.0,2,English_Beginner,20.0,1
853,3072012.0,3,English_Elementary,1.0,1
854,3072012.0,4,Geometric_Reasoning_Part_I,0.0,1
855,3072012.0,5,Geometric_Reasoning_Part_II,0.0,1
856,3072012.0,6,Health_and_Disease,7.0,1
857,3072012.0,7,Linear_Equations,0.0,1
860,3072012.0,10,Proportional_Reasoning,0.0,1
861,3072012.0,11,Sound,0.0,1
862,3072012.0,12,Understanding_Motion,0.0,1
863,3072013.0,0,Atomic_Structure,0.0,1
864,3072013.0,1,Basic_Astronomy,0.0,1
865,3072013.0,2,English_Beginner,18.0,1
866,3072013.0,3,English_Elementary,13.0,1
867,3072013.0,4,Geometric_Reasoning_Part_I,0.0,1
868,3072013.0,5,Geometric_Reasoning_Part_II,0.0,1
869,3072013.0,6,Linear_Equations,0.0,1
872,3072013.0,9,Sound,20.0,1
873,3072013.0,10,Understanding_Motion,0.0,1
874,3072014.0,0,Atomic_Structure,0.0,1
875,3072014.0,1,Basic_Astronomy,20.0,1
876,3072014.0,2,English_Beginner,0.0,1
877,3072014.0,3,English_Elementary,0.0,1
878,3072014.0,4,Geometric_Reasoning_Part_I,0.0,1
879,3072014.0,5,Geometric_Reasoning_Part_II,0.0,1
880,3072014.0,6,Health_and_Disease,10.0,1
881,3072014.0,7,Linear_Equations,0.0,1
884,3072014.0,10,Sound,10.0,1
885,3072014.0,11,Understanding_Motion,0.0,1
886,3072015.0,0,Atomic_Structure,19.0,1
887,3072015.0,1,Basic_Astronomy,19.0,1
888,3072015.0,2,English_Beginner,19.0,1
889,3072015.0,3,English_Elementary,19.0,1
890,3072015.0,4,Geometric_Reasoning_Part_I,19.0,1
891,3072015.0,5,Geometric_Reasoning_Part_II,10.0,1
892,3072015.0,6,Health_and_Disease,0.0,1
893,3072015.0,7,Linear_Equations,10.0,1
896,3072015.0,10,Proportional_Reasoning,0.0,1
897,3072015.0,11,Reflecting_on_Values,0.0,1
898,3072015.0,12,Sound,4.0,1
899,3072015.0,13,Understanding_Motion,10.0,1
900,3072016.0,0,Atomic_Structure,20.0,1
901,3072016.0,1,Basic_Astronomy,13.0,1
902,3072016.0,2,English_Beginner,0.0,1
903,3072016.0,3,English_Elementary,0.0,1
904,3072016.0,4,Geometric_Reasoning_Part_I,9.0,1
905,3072016.0,5,Geometric_Reasoning_Part_II,0.0,1
906,3072016.0,6,Linear_Equations,0.0,1
909,3072016.0,9,Proportional_Reasoning,0.0,1
910,3072016.0,10,Sound,20.0,1
911,3072016.0,11,Understanding_Motion,0.0,1
912,3072018.0,0,Atomic_Structure,0.0,1
913,3072018.0,1,Basic_Astronomy,6.0,1
914,3072018.0,2,English_Beginner,6.0,1
915,3072018.0,3,English_Elementary,5.0,1
916,3072018.0,4,Geometric_Reasoning_Part_I,0.0,1
917,3072018.0,5,Geometric_Reasoning_Part_II,0.0,1
918,3072018.0,6,Health_and_Disease,0.0,1
919,3072018.0,7,Linear_Equations,0.0,1
922,3072018.0,10,Proportional_Reasoning,2.0,1
923,3072018.0,11,Sound,0.0,1
924,3072018.0,12,Understanding_Motion,0.0,1
925,3072019.0,0,Atomic_Structure,0.0,1
926,3072019.0,1,Basic_Astronomy,6.0,1
927,3072019.0,2,Ecosystem,0.0,1
928,3072019.0,3,English_Beginner,0.0,1
929,3072019.0,4,English_Elementary,0.0,1
930,3072019.0,5,Geometric_Reasoning_Part_I,6.0,1
931,3072019.0,6,Geometric_Reasoning_Part_II,0.0,1
932,3072019.0,7,Linear_Equations,0.0,1
935,3072019.0,10,Sound,0.0,1
936,3072019.0,11,Understanding_Motion,0.0,1
937,3072022.0,0,Atomic_Structure,0.0,1
938,3072022.0,1,Basic_Astronomy,0.0,1
939,3072022.0,2,Ecosystem,0.0,1
940,3072022.0,3,English_Beginner,0.0,1
941,3072022.0,4,English_Elementary,21.0,1
942,3072022.0,5,Geometric_Reasoning_Part_I,0.0,1
943,3072022.0,6,Geometric_Reasoning_Part_II,0.0,1
944,3072022.0,7,Health_and_Disease,8.0,1
945,3072022.0,8,Linear_Equations,0.0,1
948,3072022.0,11,Proportional_Reasoning,0.0,1
949,3072022.0,12,Sound,21.0,1
950,3072022.0,13,Understanding_Motion,21.0,1
951,3072023.0,0,Atomic_Structure,15.0,1
952,3072023.0,1,Basic_Astronomy,21.0,1
953,3072023.0,2,Ecosystem,15.0,1
954,3072023.0,3,English_Beginner,15.0,1
955,3072023.0,4,English_Elementary,15.0,1
956,3072023.0,5,Geometric_Reasoning_Part_I,15.0,1
957,3072023.0,6,Geometric_Reasoning_Part_II,14.0,1
958,3072023.0,7,Health_and_Disease,0.0,1
959,3072023.0,8,Linear_Equations,14.0,1
962,3072023.0,11,Proportional_Reasoning,12.0,1
963,3072023.0,12,Reflecting_on_Values,10.0,1
964,3072023.0,13,Sound,15.0,1
965,3072023.0,14,Understanding_Motion,21.0,1
966,3072024.0,0,Atomic_Structure,0.0,1
967,3072024.0,1,Basic_Astronomy,20.0,1
968,3072024.0,2,English_Beginner,20.0,1
969,3072024.0,3,English_Elementary,3.0,1
970,3072024.0,4,Geometric_Reasoning_Part_I,20.0,1
971,3072024.0,5,Geometric_Reasoning_Part_II,20.0,1
972,3072024.0,6,Linear_Equations,20.0,1
975,3072024.0,9,Proportional_Reasoning,18.0,1
976,3072024.0,10,Sound,0.0,1
977,3072024.0,11,Understanding_Motion,0.0,1
978,3072025.0,0,Atomic_Structure,8.0,1
979,3072025.0,1,Basic_Astronomy,11.0,1
980,3072025.0,2,Ecosystem,9.0,1
981,3072025.0,3,English_Beginner,17.0,1
982,3072025.0,4,English_Elementary,17.0,1
983,3072025.0,5,Geometric_Reasoning_Part_I,17.0,1
984,3072025.0,6,Geometric_Reasoning_Part_II,8.0,1
985,3072025.0,7,Health_and_Disease,1.0,1
986,3072025.0,8,Linear_Equations,8.0,1
989,3072025.0,11,Proportional_Reasoning,1.0,1
990,3072025.0,12,Reflecting_on_Values,1.0,1
991,3072025.0,13,Sound,11.0,1
992,3072025.0,14,Understanding_Motion,8.0,1
993,3072026.0,0,Atomic_Structure,20.0,1
994,3072026.0,1,Basic_Astronomy,14.0,1
995,3072026.0,2,English_Beginner,22.0,1
996,3072026.0,3,English_Elementary,13.0,1
997,3072026.0,4,Geometric_Reasoning_Part_I,23.0,1
998,3072026.0,5,Geometric_Reasoning_Part_II,23.0,1
999,3072026.0,6,Health_and_Disease,0.0,1
1000,3072026.0,7,Linear_Equations,22.0,1
1003,3072026.0,10,Proportional_Reasoning,19.0,1
1004,3072026.0,11,Sound,22.0,1
1005,3072026.0,12,Understanding_Motion,22.0,1
1006,3072027.0,0,Atomic_Structure,16.0,1
1007,3072027.0,1,Basic_Astronomy,16.0,1
1008,3072027.0,2,English_Beginner,16.0,1
1009,3072027.0,3,English_Elementary,16.0,1
1010,3072027.0,4,Geometric_Reasoning_Part_I,17.0,1
1011,3072027.0,5,Geometric_Reasoning_Part_II,17.0,1
1012,3072027.0,6,Health_and_Disease,1.0,1
1013,3072027.0,7,Linear_Equations,0.0,1
1016,3072027.0,10,Proportional_Reasoning,0.0,1
1017,3072027.0,11,Sound,16.0,1
1018,3072027.0,12,Understanding_Motion,16.0,1
1019,3072028.0,0,Atomic_Structure,15.0,1
1020,3072028.0,1,Basic_Astronomy,19.0,1
1021,3072028.0,2,Ecosystem,0.0,1
1022,3072028.0,3,English_Beginner,15.0,1
1023,3072028.0,4,English_Elementary,15.0,1
1024,3072028.0,5,Geometric_Reasoning_Part_I,0.0,1
1025,3072028.0,6,Geometric_Reasoning_Part_II,0.0,1
1026,3072028.0,7,Health_and_Disease,4.0,1
1027,3072028.0,8,Linear_Equations,0.0,1
1030,3072028.0,11,Proportional_Reasoning,19.0,1
1031,3072028.0,12,Reflecting_on_Values,0.0,1
1032,3072028.0,13,Sound,0.0,1
1033,3072028.0,14,Understanding_Motion,15.0,1
1034,3072029.0,0,Atomic_Structure,13.0,1
1035,3072029.0,1,Basic_Astronomy,0.0,1
1036,3072029.0,2,English_Beginner,20.0,1
1037,3072029.0,3,English_Elementary,0.0,1
1038,3072029.0,4,Geometric_Reasoning_Part_I,0.0,1
1039,3072029.0,5,Geometric_Reasoning_Part_II,0.0,1
1040,3072029.0,6,Linear_Equations,0.0,1
1043,3072029.0,9,Proportional_Reasoning,1.0,1
1044,3072029.0,10,Sound,0.0,1
1045,3072029.0,11,Understanding_Motion,0.0,1
1046,3072030.0,0,Atomic_Structure,22.0,1
1047,3072030.0,1,Basic_Astronomy,19.0,1
1048,3072030.0,2,Ecosystem,12.0,1
1049,3072030.0,3,English_Beginner,19.0,1
1050,3072030.0,4,English_Elementary,19.0,1
1051,3072030.0,5,Geometric_Reasoning_Part_I,22.0,1
1052,3072030.0,6,Geometric_Reasoning_Part_II,22.0,1
1053,3072030.0,7,Health_and_Disease,12.0,1
1054,3072030.0,8,Linear_Equations,19.0,1
1057,3072030.0,11,Proportional_Reasoning,0.0,1
1058,3072030.0,12,Sound,16.0,1
1059,3072030.0,13,Understanding_Motion,16.0,1
1060,3072031.0,0,Atomic_Structure,6.0,1
1061,3072031.0,1,Basic_Astronomy,8.0,1
1062,3072031.0,2,Ecosystem,0.0,1
1063,3072031.0,3,English_Beginner,20.0,1
1064,3072031.0,4,English_Elementary,19.0,1
1065,3072031.0,5,Geometric_Reasoning_Part_I,0.0,1
1066,3072031.0,6,Geometric_Reasoning_Part_II,0.0,1
1067,3072031.0,7,Health_and_Disease,12.0,1
1068,3072031.0,8,Linear_Equations,11.0,1
1071,3072031.0,11,Reflecting_on_Values,0.0,1
1072,3072031.0,12,Sound,20.0,1
1073,3072031.0,13,Understanding_Motion,20.0,1
1074,3072032.0,0,Atomic_Structure,17.0,1
1075,3072032.0,1,Basic_Astronomy,19.0,1
1076,3072032.0,2,Ecosystem,0.0,1
1077,3072032.0,3,English_Beginner,17.0,1
1078,3072032.0,4,English_Elementary,10.0,1
1079,3072032.0,5,Geometric_Reasoning_Part_I,19.0,1
1080,3072032.0,6,Geometric_Reasoning_Part_II,16.0,1
1081,3072032.0,7,Health_and_Disease,12.0,1
1082,3072032.0,8,Linear_Equations,16.0,1
1085,3072032.0,11,Proportional_Reasoning,9.0,1
1086,3072032.0,12,Reflecting_on_Values,8.0,1
1087,3072032.0,13,Sound,19.0,1
1088,3072032.0,14,Understanding_Motion,19.0,1
1089,3072033.0,0,Atomic_Structure,12.0,1
1090,3072033.0,1,Basic_Astronomy,12.0,1
1091,3072033.0,2,English_Beginner,12.0,1
1092,3072033.0,3,English_Elementary,12.0,1
1093,3072033.0,4,Geometric_Reasoning_Part_I,12.0,1
1094,3072033.0,5,Geometric_Reasoning_Part_II,0.0,1
1095,3072033.0,6,Linear_Equations,0.0,1
1098,3072033.0,9,Sound,0.0,1
1099,3072033.0,10,Understanding_Motion,12.0,1
1100,3072034.0,0,Atomic_Structure,0.0,1
1101,3072034.0,1,Basic_Astronomy,0.0,1
1102,3072034.0,2,English_Beginner,20.0,1
1103,3072034.0,3,English_Elementary,0.0,1
1104,3072034.0,4,Geometric_Reasoning_Part_I,0.0,1
1105,3072034.0,5,Geometric_Reasoning_Part_II,0.0,1
1106,3072034.0,6,Linear_Equations,0.0,1
1109,3072034.0,9,Proportional_Reasoning,0.0,1
1110,3072034.0,10,Sound,20.0,1
1111,3072034.0,11,Understanding_Motion,0.0,1
1112,3072035.0,0,Atomic_Structure,0.0,1
1113,3072035.0,1,Basic_Astronomy,0.0,1
1114,3072035.0,2,English_Beginner,0.0,1
1115,3072035.0,3,English_Elementary,0.0,1
1116,3072035.0,4,Geometric_Reasoning_Part_I,0.0,1
1117,3072035.0,5,Geometric_Reasoning_Part_II,0.0,1
1118,3072035.0,6,Health_and_Disease,8.0,1
1119,3072035.0,7,Linear_Equations,0.0,1
1122,3072035.0,10,Proportional_Reasoning,0.0,1
1123,3072035.0,11,Sound,0.0,1
1124,3072035.0,12,Understanding_Motion,0.0,1
1125,3072036.0,0,Atomic_Structure,19.0,1
1126,3072036.0,1,Basic_Astronomy,19.0,1
1127,3072036.0,2,Ecosystem,21.0,1
1128,3072036.0,3,English_Beginner,3.0,1
1129,3072036.0,4,English_Elementary,19.0,1
1130,3072036.0,5,Geometric_Reasoning_Part_I,24.0,1
1131,3072036.0,6,Geometric_Reasoning_Part_II,14.0,1
1132,3072036.0,7,Health_and_Disease,16.0,1
1133,3072036.0,8,Linear_Equations,0.0,1
1136,3072036.0,11,Proportional_Reasoning,16.0,1
1137,3072036.0,12,Sound,14.0,1
1138,3072036.0,13,Understanding_Motion,19.0,1
1139,3072040.0,0,Ecosystem,0.0,1
1140,3072040.0,1,Health_and_Disease,6.0,1
1141,3072040.0,2,Proportional_Reasoning,0.0,1
1142,3072041.0,0,Atomic_Structure,0.0,1
1143,3072041.0,1,Basic_Astronomy,0.0,1
1144,3072041.0,2,Ecosystem,7.0,1
1145,3072041.0,3,English_Beginner,20.0,1
1146,3072041.0,4,English_Elementary,0.0,1
1147,3072041.0,5,Geometric_Reasoning_Part_I,0.0,1
1148,3072041.0,6,Geometric_Reasoning_Part_II,0.0,1
1149,3072041.0,7,Linear_Equations,0.0,1
1152,3072041.0,10,Proportional_Reasoning,18.0,1
1153,3072041.0,11,Sound,21.0,1
1154,3072041.0,12,Understanding_Motion,20.0,1
1155,3072042.0,0,Atomic_Structure,18.0,1
1156,3072042.0,1,Basic_Astronomy,9.0,1
1157,3072042.0,2,Ecosystem,0.0,1
1158,3072042.0,3,English_Beginner,18.0,1
1159,3072042.0,4,English_Elementary,10.0,1
1160,3072042.0,5,Geometric_Reasoning_Part_I,18.0,1
1161,3072042.0,6,Geometric_Reasoning_Part_II,18.0,1
1162,3072042.0,7,Linear_Equations,18.0,1
1165,3072042.0,10,Proportional_Reasoning,16.0,1
1166,3072042.0,11,Reflecting_on_Values,0.0,1
1167,3072042.0,12,Sound,18.0,1
1168,3072042.0,13,Understanding_Motion,18.0,1
1169,3072043.0,0,Atomic_Structure,10.0,1
1170,3072043.0,1,Basic_Astronomy,20.0,1
1171,3072043.0,2,English_Beginner,10.0,1
1172,3072043.0,3,English_Elementary,10.0,1
1173,3072043.0,4,Geometric_Reasoning_Part_I,20.0,1
1174,3072043.0,5,Geometric_Reasoning_Part_II,20.0,1
1175,3072043.0,6,Linear_Equations,0.0,1
1178,3072043.0,9,Proportional_Reasoning,10.0,1
1179,3072043.0,10,Sound,0.0,1
1180,3072043.0,11,Understanding_Motion,20.0,1
1181,3072044.0,0,Atomic_Structure,14.0,1
1182,3072044.0,1,Basic_Astronomy,14.0,1
1183,3072044.0,2,Ecosystem,11.0,1
1184,3072044.0,3,English_Beginner,20.0,1
1185,3072044.0,4,English_Elementary,20.0,1
1186,3072044.0,5,Geometric_Reasoning_Part_I,20.0,1
1187,3072044.0,6,Geometric_Reasoning_Part_II,19.0,1
1188,3072044.0,7,Health_and_Disease,11.0,1
1189,3072044.0,8,Linear_Equations,20.0,1
1192,3072044.0,11,Proportional_Reasoning,11.0,1
1193,3072044.0,12,Reflecting_on_Values,11.0,1
1194,3072044.0,13,Sound,20.0,1
1195,3072044.0,14,Understanding_Motion,14.0,1
1196,3072046.0,0,Atomic_Structure,6.0,1
1197,3072046.0,1,Basic_Astronomy,11.0,1
1198,3072046.0,2,English_Beginner,11.0,1
1199,3072046.0,3,English_Elementary,13.0,1
1200,3072046.0,4,Geometric_Reasoning_Part_I,0.0,1
1201,3072046.0,5,Geometric_Reasoning_Part_II,0.0,1
1202,3072046.0,6,Health_and_Disease,5.0,1
1203,3072046.0,7,Linear_Equations,9.0,1
1206,3072046.0,10,Proportional_Reasoning,0.0,1
1207,3072046.0,11,Sound,0.0,1
1208,3072046.0,12,Understanding_Motion,13.0,1
1209,3072047.0,0,Atomic_Structure,10.0,1
1210,3072047.0,1,Basic_Astronomy,10.0,1
1211,3072047.0,2,English_Beginner,11.0,1
1212,3072047.0,3,English_Elementary,12.0,1
1213,3072047.0,4,Geometric_Reasoning_Part_I,0.0,1
1214,3072047.0,5,Geometric_Reasoning_Part_II,0.0,1
1215,3072047.0,6,Linear_Equations,0.0,1
1218,3072047.0,9,Sound,0.0,1
1219,3072047.0,10,Understanding_Motion,0.0,1
1220,3072048.0,0,Atomic_Structure,10.0,1
1221,3072048.0,1,Basic_Astronomy,13.0,1
1222,3072048.0,2,English_Beginner,13.0,1
1223,3072048.0,3,English_Elementary,0.0,1
1224,3072048.0,4,Geometric_Reasoning_Part_I,13.0,1
1225,3072048.0,5,Geometric_Reasoning_Part_II,0.0,1
1226,3072048.0,6,Linear_Equations,13.0,1
1229,3072048.0,9,Proportional_Reasoning,0.0,1
1230,3072048.0,10,Sound,0.0,1
1231,3072048.0,11,Understanding_Motion,13.0,1
1232,3072049.0,0,Atomic_Structure,6.0,1
1233,3072049.0,1,Basic_Astronomy,6.0,1
1234,3072049.0,2,Ecosystem,3.0,1
1235,3072049.0,3,English_Beginner,14.0,1
1236,3072049.0,4,English_Elementary,6.0,1
1237,3072049.0,5,Geometric_Reasoning_Part_I,0.0,1
1238,3072049.0,6,Geometric_Reasoning_Part_II,3.0,1
1239,3072049.0,7,Health_and_Disease,0.0,1
1240,3072049.0,8,Linear_Equations,3.0,1
1243,3072049.0,11,Proportional_Reasoning,0.0,1
1244,3072049.0,12,Reflecting_on_Values,3.0,1
1245,3072049.0,13,Sound,6.0,1
1246,3072049.0,14,Understanding_Motion,6.0,1
1247,3072050.0,0,Atomic_Structure,7.0,1
1248,3072050.0,1,Basic_Astronomy,18.0,1
1249,3072050.0,2,Ecosystem,5.0,1
1250,3072050.0,3,English_Beginner,0.0,1
1251,3072050.0,4,English_Elementary,9.0,1
1252,3072050.0,5,Geometric_Reasoning_Part_I,18.0,1
1253,3072050.0,6,Geometric_Reasoning_Part_II,18.0,1
1254,3072050.0,7,Linear_Equations,12.0,1
1257,3072050.0,10,Proportional_Reasoning,3.0,1
1258,3072050.0,11,Reflecting_on_Values,0.0,1
1259,3072050.0,12,Sound,9.0,1
1260,3072050.0,13,Understanding_Motion,7.0,1
1261,4112043.0,0,Atomic_Structure,8.0,1
1262,4112043.0,1,Basic_Astronomy,0.0,1
1263,4112043.0,2,English_Beginner,8.0,1
1264,4112043.0,3,English_Elementary,0.0,1
1265,4112043.0,4,Geometric_Reasoning_Part_I,8.0,1
1266,4112043.0,5,Geometric_Reasoning_Part_II,0.0,1
1267,4112043.0,6,Linear_Equations,0.0,1
1270,4112043.0,9,Sound,0.0,1
1271,4112043.0,10,Understanding_Motion,0.0,1
1272,4112062.0,0,Atomic_Structure,0.0,1
1273,4112062.0,1,Basic_Astronomy,0.0,1
1274,4112062.0,2,English_Beginner,0.0,1
1275,4112062.0,3,English_Elementary,0.0,1
1276,4112062.0,4,Geometric_Reasoning_Part_I,0.0,1
1277,4112062.0,5,Geometric_Reasoning_Part_II,0.0,1
1278,4112062.0,6,Linear_Equations,0.0,1
1281,4112062.0,9,Sound,0.0,1
1282,4112062.0,10,Understanding_Motion,0.0,1
1283,4112085.0,0,Atomic_Structure,7.0,1
1284,4112085.0,1,Basic_Astronomy,16.0,1
1285,4112085.0,2,Ecosystem,0.0,1
1286,4112085.0,3,English_Beginner,16.0,1
1287,4112085.0,4,English_Elementary,16.0,1
