,school_code,level_1,module_name,duration_weeks,event
1288,4112085.0,5,Geometric_Reasoning_Part_I,16.0,1
1289,4112085.0,6,Geometric_Reasoning_Part_II,0.0,1
1290,4112085.0,7,Linear_Equations,16.0,1
1293,4112085.0,10,Reflecting_on_Values,0.0,1
1294,4112085.0,11,Sound,0.0,1
1295,4112085.0,12,Understanding_Motion,0.0,1
1296,4141008.0,0,Atomic_Structure,19.0,1
1297,4141008.0,1,Basic_Astronomy,24.0,1
1298,4141008.0,2,Ecosystem,0.0,1
1299,4141008.0,3,English_Beginner,22.0,1
1300,4141008.0,4,English_Elementary,22.0,1
1301,4141008.0,5,Geometric_Reasoning_Part_I,19.0,1
1302,4141008.0,6,Geometric_Reasoning_Part_II,0.0,1
1303,4141008.0,7,Health_and_Disease,19.0,1
1304,4141008.0,8,Linear_Equations,20.0,1
1307,4141008.0,11,Proportional_Reasoning,0.0,1
1308,4141008.0,12,Reflecting_on_Values,1.0,1
1309,4141008.0,13,Sound,20.0,1
1310,4141008.0,14,Understanding_Motion,20.0,1
1311,4141009.0,0,Atomic_Structure,22.0,1
1312,4141009.0,1,Basic_Astronomy,22.0,1
1313,4141009.0,2,Ecosystem,2.0,1
1314,4141009.0,3,English_Beginner,22.0,1
1315,4141009.0,4,English_Elementary,22.0,1
1316,4141009.0,5,Geometric_Reasoning_Part_I,24.0,1
1317,4141009.0,6,Geometric_Reasoning_Part_II,24.0,1
1318,4141009.0,7,Health_and_Disease,0.0,1
1319,4141009.0,8,Linear_Equations,24.0,1
1322,4141009.0,11,Proportional_Reasoning,2.0,1
1323,4141009.0,12,Reflecting_on_Values,0.0,1
1324,4141009.0,13,Sound,24.0,1
1325,4141009.0,14,Understanding_Motion,22.0,1
1326,4141012.0,0,Atomic_Structure,0.0,1
1327,4141012.0,1,Basic_Astronomy,0.0,1
1328,4141012.0,2,English_Beginner,0.0,1
1329,4141012.0,3,English_Elementary,0.0,1
1330,4141012.0,4,Geometric_Reasoning_Part_I,0.0,1
1331,4141012.0,5,Geometric_Reasoning_Part_II,0.0,1
1332,4141012.0,6,Linear_Equations,0.0,1
1335,4141012.0,9,Sound,0.0,1
1336,4141012.0,10,Understanding_Motion,0.0,1
1337,4141035.0,0,Atomic_Structure,0.0,1
1338,4141035.0,1,Basic_Astronomy,0.0,1
1339,4141035.0,2,English_Beginner,0.0,1
1340,4141035.0,3,English_Elementary,0.0,1
1341,4141035.0,4,Geometric_Reasoning_Part_I,0.0,1
1342,4141035.0,5,Geometric_Reasoning_Part_II,0.0,1
1343,4141035.0,6,Linear_Equations,0.0,1
1346,4141035.0,9,Sound,0.0,1
1347,4141035.0,10,Understanding_Motion,0.0,1
1348,4141038.0,0,Atomic_Structure,0.0,1
1349,4141038.0,1,Basic_Astronomy,0.0,1
1350,4141038.0,2,English_Beginner,2.0,1
1351,4141038.0,3,English_Elementary,0.0,1
1352,4141038.0,4,Geometric_Reasoning_Part_I,0.0,1
1353,4141038.0,5,Geometric_Reasoning_Part_II,0.0,1
1354,4141038.0,6,Linear_Equations,0.0,1
1357,4141038.0,9,Sound,0.0,1
1358,4141038.0,10,Understanding_Motion,0.0,1
1359,4141045.0,0,Atomic_Structure,0.0,1
1360,4141045.0,1,Basic_Astronomy,0.0,1
1361,4141045.0,2,Ecosystem,3.0,1
1362,4141045.0,3,English_Beginner,0.0,1
1363,4141045.0,4,English_Elementary,0.0,1
1364,4141045.0,5,Geometric_Reasoning_Part_I,11.0,1
1365,4141045.0,6,Geometric_Reasoning_Part_II,0.0,1
1366,4141045.0,7,Health_and_Disease,0.0,1
1367,4141045.0,8,Linear_Equations,0.0,1
1370,4141045.0,11,Proportional_Reasoning,0.0,1
1371,4141045.0,12,Reflecting_on_Values,10.0,1
1372,4141045.0,13,Sound,0.0,1
1373,4141045.0,14,Understanding_Motion,2.0,1
1374,4141090.0,0,Atomic_Structure,0.0,1
1375,4141090.0,1,Basic_Astronomy,0.0,1
1376,4141090.0,2,English_Beginner,0.0,1
1377,4141090.0,3,English_Elementary,0.0,1
1378,4141090.0,4,Geometric_Reasoning_Part_I,0.0,1
1379,4141090.0,5,Geometric_Reasoning_Part_II,0.0,1
1380,4141090.0,6,Linear_Equations,0.0,1
1383,4141090.0,9,Sound,0.0,1
1384,4141090.0,10,Understanding_Motion,0.0,1
1385,4152002.0,0,Atomic_Structure,17.0,1
1386,4152002.0,1,Basic_Astronomy,17.0,1
1387,4152002.0,2,Ecosystem,14.0,1
1388,4152002.0,3,English_Beginner,17.0,1
1389,4152002.0,4,English_Elementary,5.0,1
1390,4152002.0,5,Geometric_Reasoning_Part_I,3.0,1
1391,4152002.0,6,Geometric_Reasoning_Part_II,0.0,1
1392,4152002.0,7,Health_and_Disease,1.0,1
1393,4152002.0,8,Linear_Equations,17.0,1
1396,4152002.0,11,Proportional_Reasoning,15.0,1
1397,4152002.0,12,Reflecting_on_Values,0.0,1
1398,4152002.0,13,Sound,5.0,1
1399,4152002.0,14,Understanding_Motion,17.0,1
1400,4152012.0,0,Atomic_Structure,15.0,1
1401,4152012.0,1,Basic_Astronomy,20.0,1
1402,4152012.0,2,Ecosystem,3.0,1
1403,4152012.0,3,English_Beginner,15.0,1
1404,4152012.0,4,English_Elementary,20.0,1
1405,4152012.0,5,Geometric_Reasoning_Part_I,15.0,1
1406,4152012.0,6,Geometric_Reasoning_Part_II,15.0,1
1407,4152012.0,7,Health_and_Disease,0.0,1
1408,4152012.0,8,Linear_Equations,12.0,1
1411,4152012.0,11,Proportional_Reasoning,0.0,1
1412,4152012.0,12,Reflecting_on_Values,0.0,1
1413,4152012.0,13,Sound,15.0,1
1414,4152012.0,14,Understanding_Motion,20.0,1
1415,4152013.0,0,Atomic_Structure,19.0,1
1416,4152013.0,1,Basic_Astronomy,21.0,1
1417,4152013.0,2,Ecosystem,13.0,1
1418,4152013.0,3,English_Beginner,21.0,1
1419,4152013.0,4,English_Elementary,21.0,1
1420,4152013.0,5,Geometric_Reasoning_Part_I,19.0,1
1421,4152013.0,6,Geometric_Reasoning_Part_II,10.0,1
1422,4152013.0,7,Health_and_Disease,13.0,1
1423,4152013.0,8,Linear_Equations,8.0,1
1426,4152013.0,11,Proportional_Reasoning,13.0,1
1427,4152013.0,12,Reflecting_on_Values,11.0,1
1428,4152013.0,13,Sound,21.0,1
1429,4152013.0,14,Understanding_Motion,23.0,1
1430,4152015.0,0,Atomic_Structure,0.0,1
1431,4152015.0,1,Basic_Astronomy,0.0,1
1432,4152015.0,2,English_Beginner,0.0,1
1433,4152015.0,3,English_Elementary,0.0,1
1434,4152015.0,4,Geometric_Reasoning_Part_I,0.0,1
1435,4152015.0,5,Geometric_Reasoning_Part_II,0.0,1
1436,4152015.0,6,Health_and_Disease,0.0,1
1437,4152015.0,7,Linear_Equations,0.0,1
1440,4152015.0,10,Proportional_Reasoning,0.0,1
1441,4152015.0,11,Sound,0.0,1
1442,4152015.0,12,Understanding_Motion,0.0,1
1443,4152017.0,0,Atomic_Structure,0.0,1
1444,4152017.0,1,Basic_Astronomy,0.0,1
1445,4152017.0,2,Ecosystem,0.0,1
1446,4152017.0,3,English_Beginner,0.0,1
1447,4152017.0,4,English_Elementary,16.0,1
1448,4152017.0,5,Geometric_Reasoning_Part_I,0.0,1
1449,4152017.0,6,Geometric_Reasoning_Part_II,0.0,1
1450,4152017.0,7,Health_and_Disease,16.0,1
1451,4152017.0,8,Linear_Equations,0.0,1
1454,4152017.0,11,Proportional_Reasoning,0.0,1
1455,4152017.0,12,Reflecting_on_Values,0.0,1
1456,4152017.0,13,Sound,18.0,1
1457,4152017.0,14,Understanding_Motion,16.0,1
1458,4152023.0,0,Atomic_Structure,0.0,1
1459,4152023.0,1,Basic_Astronomy,0.0,1
1460,4152023.0,2,Ecosystem,0.0,1
1461,4152023.0,3,English_Beginner,7.0,1
1462,4152023.0,4,English_Elementary,7.0,1
1463,4152023.0,5,Geometric_Reasoning_Part_I,0.0,1
1464,4152023.0,6,Geometric_Reasoning_Part_II,0.0,1
1465,4152023.0,7,Linear_Equations,0.0,1
1468,4152023.0,10,Reflecting_on_Values,0.0,1
1469,4152023.0,11,Sound,0.0,1
1470,4152023.0,12,Understanding_Motion,0.0,1
1471,4152030.0,0,Atomic_Structure,0.0,1
1472,4152030.0,1,Basic_Astronomy,2.0,1
1473,4152030.0,2,English_Beginner,0.0,1
1474,4152030.0,3,English_Elementary,2.0,1
1475,4152030.0,4,Geometric_Reasoning_Part_I,2.0,1
1476,4152030.0,5,Geometric_Reasoning_Part_II,0.0,1
1477,4152030.0,6,Linear_Equations,0.0,1
1480,4152030.0,9,Sound,0.0,1
1481,4152030.0,10,Understanding_Motion,0.0,1
1482,4152031.0,0,Atomic_Structure,9.0,1
1483,4152031.0,1,Basic_Astronomy,10.0,1
1484,4152031.0,2,Ecosystem,13.0,1
1485,4152031.0,3,English_Beginner,19.0,1
1486,4152031.0,4,English_Elementary,13.0,1
1487,4152031.0,5,Geometric_Reasoning_Part_I,18.0,1
1488,4152031.0,6,Geometric_Reasoning_Part_II,16.0,1
1489,4152031.0,7,Health_and_Disease,9.0,1
1490,4152031.0,8,Linear_Equations,10.0,1
1492,4152031.0,10,Proportional_Reasoning,16.0,1
1493,4152031.0,11,Reflecting_on_Values,7.0,1
1494,4152031.0,12,Sound,13.0,1
1495,4152031.0,13,Understanding_Motion,14.0,1
1496,4152033.0,0,Atomic_Structure,0.0,1
1497,4152033.0,1,Basic_Astronomy,0.0,1
1498,4152033.0,2,English_Beginner,0.0,1
1499,4152033.0,3,English_Elementary,0.0,1
1500,4152033.0,4,Geometric_Reasoning_Part_I,0.0,1
1501,4152033.0,5,Geometric_Reasoning_Part_II,0.0,1
1502,4152033.0,6,Linear_Equations,0.0,1
1505,4152033.0,9,Sound,0.0,1
1506,4152033.0,10,Understanding_Motion,0.0,1
1507,4152035.0,0,Atomic_Structure,7.0,1
1508,4152035.0,1,Basic_Astronomy,19.0,1
1509,4152035.0,2,Ecosystem,12.0,1
1510,4152035.0,3,English_Beginner,19.0,1
1511,4152035.0,4,English_Elementary,7.0,1
1512,4152035.0,5,Geometric_Reasoning_Part_I,7.0,1
1513,4152035.0,6,Geometric_Reasoning_Part_II,0.0,1
1514,4152035.0,7,Health_and_Disease,12.0,1
1515,4152035.0,8,Linear_Equations,19.0,1
1518,4152035.0,11,Proportional_Reasoning,0.0,1
1519,4152035.0,12,Reflecting_on_Values,0.0,1
1520,4152035.0,13,Sound,7.0,1
1521,4152035.0,14,Understanding_Motion,7.0,1
1522,4152038.0,0,English_Beginner,0.0,1
1523,4152038.0,1,English_Elementary,0.0,1
1524,4152038.0,2,Geometric_Reasoning_Part_I,0.0,1
1525,4152038.0,3,Geometric_Reasoning_Part_II,0.0,1
1527,4152038.0,5,Understanding_Motion,0.0,1
1528,4152041.0,0,Atomic_Structure,0.0,1
1529,4152041.0,1,Basic_Astronomy,0.0,1
1530,4152041.0,2,Ecosystem,11.0,1
1531,4152041.0,3,English_Beginner,5.0,1
1532,4152041.0,4,English_Elementary,16.0,1
1533,4152041.0,5,Geometric_Reasoning_Part_I,4.0,1
1534,4152041.0,6,Geometric_Reasoning_Part_II,0.0,1
1535,4152041.0,7,Health_and_Disease,0.0,1
1536,4152041.0,8,Linear_Equations,0.0,1
1539,4152041.0,11,Proportional_Reasoning,0.0,1
1540,4152041.0,12,Sound,0.0,1
1541,4152041.0,13,Understanding_Motion,0.0,1
1542,4152049.0,0,Atomic_Structure,2.0,1
1543,4152049.0,1,Basic_Astronomy,0.0,1
1544,4152049.0,2,English_Beginner,0.0,1
1545,4152049.0,3,English_Elementary,0.0,1
1546,4152049.0,4,Geometric_Reasoning_Part_I,1.0,1
1547,4152049.0,5,Geometric_Reasoning_Part_II,0.0,1
1548,4152049.0,6,Linear_Equations,0.0,1
1551,4152049.0,9,Sound,0.0,1
1552,4152049.0,10,Understanding_Motion,12.0,1
1553,4152072.0,0,Atomic_Structure,22.0,1
1554,4152072.0,1,Basic_Astronomy,22.0,1
1555,4152072.0,2,Ecosystem,22.0,1
1556,4152072.0,3,English_Beginner,22.0,1
1557,4152072.0,4,English_Elementary,22.0,1
1558,4152072.0,5,Geometric_Reasoning_Part_I,22.0,1
1559,4152072.0,6,Geometric_Reasoning_Part_II,22.0,1
1560,4152072.0,7,Health_and_Disease,22.0,1
1561,4152072.0,8,Linear_Equations,19.0,1
1564,4152072.0,11,Proportional_Reasoning,17.0,1
1565,4152072.0,12,Reflecting_on_Values,17.0,1
1566,4152072.0,13,Sound,22.0,1
1567,4152072.0,14,Understanding_Motion,22.0,1
1568,4152091.0,0,Atomic_Structure,0.0,1
1569,4152091.0,1,Basic_Astronomy,0.0,1
1570,4152091.0,2,English_Beginner,0.0,1
1571,4152091.0,3,English_Elementary,0.0,1
1572,4152091.0,4,Geometric_Reasoning_Part_I,0.0,1
1573,4152091.0,5,Geometric_Reasoning_Part_II,0.0,1
1574,4152091.0,6,Linear_Equations,0.0,1
1577,4152091.0,9,Sound,0.0,1
1578,4152091.0,10,Understanding_Motion,0.0,1
1579,4152092.0,0,Atomic_Structure,0.0,1
1580,4152092.0,1,Basic_Astronomy,0.0,1
1581,4152092.0,2,English_Beginner,14.0,1
1582,4152092.0,3,English_Elementary,0.0,1
1583,4152092.0,4,Geometric_Reasoning_Part_I,22.0,1
1584,4152092.0,5,Geometric_Reasoning_Part_II,0.0,1
1585,4152092.0,6,Linear_Equations,0.0,1
1588,4152092.0,9,Proportional_Reasoning,0.0,1
1589,4152092.0,10,Sound,0.0,1
1590,4152092.0,11,Understanding_Motion,0.0,1
1591,4173027.0,0,Atomic_Structure,0.0,1
1592,4173027.0,1,Basic_Astronomy,0.0,1
1593,4173027.0,2,English_Beginner,0.0,1
1594,4173027.0,3,English_Elementary,0.0,1
1595,4173027.0,4,Geometric_Reasoning_Part_I,0.0,1
1596,4173027.0,5,Geometric_Reasoning_Part_II,0.0,1
1597,4173027.0,6,Linear_Equations,0.0,1
1600,4173027.0,9,Sound,0.0,1
1601,4173027.0,10,Understanding_Motion,0.0,1
1602,4173074.0,0,Basic_Astronomy,0.0,1
1603,4173074.0,1,Ecosystem,0.0,1
1604,4173074.0,2,English_Beginner,17.0,1
1605,4173074.0,3,English_Elementary,6.0,1
1606,4173074.0,4,Geometric_Reasoning_Part_I,6.0,1
1607,4173074.0,5,Health_and_Disease,0.0,1
1608,4173074.0,6,Linear_Equations,0.0,1
1610,4173074.0,8,Proportional_Reasoning,6.0,1
1611,4173074.0,9,Reflecting_on_Values,0.0,1
1612,4173075.0,0,Atomic_Structure,11.0,1
1613,4173075.0,1,Basic_Astronomy,9.0,1
1614,4173075.0,2,Ecosystem,1.0,1
1615,4173075.0,3,English_Beginner,9.0,1
1616,4173075.0,4,English_Elementary,9.0,1
1617,4173075.0,5,Geometric_Reasoning_Part_I,0.0,1
1618,4173075.0,6,Geometric_Reasoning_Part_II,5.0,1
1619,4173075.0,7,Health_and_Disease,9.0,1
1620,4173075.0,8,Linear_Equations,1.0,1
1622,4173075.0,10,Proportional_Reasoning,0.0,1
1623,4173075.0,11,Reflecting_on_Values,0.0,1
1624,4173075.0,12,Sound,0.0,1
1625,4173075.0,13,Understanding_Motion,9.0,1
1626,4173080.0,0,Atomic_Structure,0.0,1
1627,4173080.0,1,Basic_Astronomy,0.0,1
1628,4173080.0,2,English_Beginner,0.0,1
1629,4173080.0,3,English_Elementary,0.0,1
1630,4173080.0,4,Geometric_Reasoning_Part_I,0.0,1
1631,4173080.0,5,Geometric_Reasoning_Part_II,0.0,1
1632,4173080.0,6,Linear_Equations,0.0,1
1635,4173080.0,9,Sound,0.0,1
1636,4173080.0,10,Understanding_Motion,0.0,1
1637,4183016.0,0,Atomic_Structure,0.0,1
1638,4183016.0,1,Basic_Astronomy,0.0,1
1639,4183016.0,2,English_Beginner,0.0,1
1640,4183016.0,3,English_Elementary,0.0,1
1641,4183016.0,4,Geometric_Reasoning_Part_I,0.0,1
1642,4183016.0,5,Geometric_Reasoning_Part_II,0.0,1
1643,4183016.0,6,Linear_Equations,0.0,1
1646,4183016.0,9,Sound,0.0,1
1647,4183016.0,10,Understanding_Motion,0.0,1
1648,4183023.0,0,Ecosystem,0.0,1
1649,4183023.0,1,Geometric_Reasoning_Part_I,0.0,1
1650,4183023.0,2,Geometric_Reasoning_Part_II,0.0,1
1651,4183023.0,3,Proportional_Reasoning,0.0,1
1652,4183023.0,4,Reflecting_on_Values,0.0,1
1653,4183032.0,0,Atomic_Structure,0.0,1
1654,4183032.0,1,Basic_Astronomy,0.0,1
1655,4183032.0,2,English_Beginner,0.0,1
1656,4183032.0,3,English_Elementary,0.0,1
1657,4183032.0,4,Geometric_Reasoning_Part_I,0.0,1
1658,4183032.0,5,Geometric_Reasoning_Part_II,0.0,1
1659,4183032.0,6,Linear_Equations,0.0,1
1662,4183032.0,9,Sound,0.0,1
1663,4183032.0,10,Understanding_Motion,0.0,1
1664,4183052.0,0,Atomic_Structure,0.0,1
1665,4183052.0,1,Basic_Astronomy,0.0,1
1666,4183052.0,2,English_Beginner,0.0,1
1667,4183052.0,3,English_Elementary,0.0,1
1668,4183052.0,4,Geometric_Reasoning_Part_I,0.0,1
1669,4183052.0,5,Geometric_Reasoning_Part_II,0.0,1
1670,4183052.0,6,Linear_Equations,0.0,1
1673,4183052.0,9,Sound,0.0,1
1674,4183052.0,10,Understanding_Motion,0.0,1
1675,4183068.0,0,Geometric_Reasoning_Part_I,0.0,1
1676,4192099.0,0,Atomic_Structure,5.0,1
1677,4192099.0,1,Basic_Astronomy,0.0,1
1678,4192099.0,2,English_Beginner,15.0,1
1679,4192099.0,3,English_Elementary,15.0,1
1680,4192099.0,4,Geometric_Reasoning_Part_I,0.0,1
1681,4192099.0,5,Geometric_Reasoning_Part_II,0.0,1
1682,4192099.0,6,Health_and_Disease,5.0,1
1683,4192099.0,7,Linear_Equations,0.0,1
1686,4192099.0,10,Sound,5.0,1
1687,4192099.0,11,Understanding_Motion,5.0,1
1688,4202003.0,0,Atomic_Structure,15.0,1
1689,4202003.0,1,Basic_Astronomy,0.0,1
1690,4202003.0,2,English_Beginner,0.0,1
1691,4202003.0,3,English_Elementary,0.0,1
1692,4202003.0,4,Geometric_Reasoning_Part_I,0.0,1
1693,4202003.0,5,Geometric_Reasoning_Part_II,0.0,1
1694,4202003.0,6,Linear_Equations,0.0,1
1697,4202003.0,9,Sound,15.0,1
1698,4202003.0,10,Understanding_Motion,15.0,1
1699,4202004.0,0,Atomic_Structure,22.0,1
1700,4202004.0,1,Basic_Astronomy,22.0,1
1701,4202004.0,2,Ecosystem,2.0,1
1702,4202004.0,3,English_Beginner,23.0,1
1703,4202004.0,4,English_Elementary,23.0,1
1704,4202004.0,5,Geometric_Reasoning_Part_I,22.0,1
1705,4202004.0,6,Geometric_Reasoning_Part_II,22.0,1
1706,4202004.0,7,Health_and_Disease,2.0,1
1707,4202004.0,8,Linear_Equations,22.0,1
1710,4202004.0,11,Proportional_Reasoning,2.0,1
1711,4202004.0,12,Reflecting_on_Values,0.0,1
1712,4202004.0,13,Sound,22.0,1
1713,4202004.0,14,Understanding_Motion,23.0,1
1714,4202010.0,0,Atomic_Structure,11.0,1
1715,4202010.0,1,Basic_Astronomy,15.0,1
1716,4202010.0,2,Ecosystem,15.0,1
1717,4202010.0,3,English_Beginner,16.0,1
1718,4202010.0,4,English_Elementary,15.0,1
1719,4202010.0,5,Geometric_Reasoning_Part_I,0.0,1
1720,4202010.0,6,Health_and_Disease,12.0,1
1721,4202010.0,7,Linear_Equations,11.0,1
1724,4202010.0,10,Proportional_Reasoning,15.0,1
1725,4202010.0,11,Reflecting_on_Values,1.0,1
1726,4202010.0,12,Sound,15.0,1
1727,4202010.0,13,Understanding_Motion,11.0,1
1728,4202032.0,0,Atomic_Structure,0.0,1
1729,4202032.0,1,Basic_Astronomy,8.0,1
1730,4202032.0,2,Ecosystem,0.0,1
1731,4202032.0,3,English_Beginner,8.0,1
1732,4202032.0,4,English_Elementary,7.0,1
1733,4202032.0,5,Geometric_Reasoning_Part_I,8.0,1
1734,4202032.0,6,Geometric_Reasoning_Part_II,7.0,1
1735,4202032.0,7,Health_and_Disease,0.0,1
1736,4202032.0,8,Linear_Equations,8.0,1
1739,4202032.0,11,Proportional_Reasoning,0.0,1
1740,4202032.0,12,Sound,7.0,1
1741,4202032.0,13,Understanding_Motion,8.0,1
1742,4202034.0,0,Atomic_Structure,24.0,1
1743,4202034.0,1,Basic_Astronomy,24.0,1
1744,4202034.0,2,Ecosystem,17.0,1
1745,4202034.0,3,English_Beginner,25.0,1
1746,4202034.0,4,English_Elementary,25.0,1
1747,4202034.0,5,Geometric_Reasoning_Part_I,24.0,1
1748,4202034.0,6,Geometric_Reasoning_Part_II,24.0,1
1749,4202034.0,7,Health_and_Disease,17.0,1
1750,4202034.0,8,Linear_Equations,24.0,1
1753,4202034.0,11,Proportional_Reasoning,18.0,1
1754,4202034.0,12,Reflecting_on_Values,17.0,1
1755,4202034.0,13,Sound,24.0,1
1756,4202034.0,14,Understanding_Motion,25.0,1
1757,4202059.0,0,Atomic_Structure,1.0,1
1758,4202059.0,1,Basic_Astronomy,23.0,1
1759,4202059.0,2,Ecosystem,0.0,1
1760,4202059.0,3,English_Beginner,7.0,1
1761,4202059.0,4,English_Elementary,23.0,1
1762,4202059.0,5,Geometric_Reasoning_Part_I,0.0,1
1763,4202059.0,6,Geometric_Reasoning_Part_II,0.0,1
1764,4202059.0,7,Health_and_Disease,0.0,1
1765,4202059.0,8,Linear_Equations,0.0,1
1768,4202059.0,11,Proportional_Reasoning,5.0,1
1769,4202059.0,12,Reflecting_on_Values,0.0,1
1770,4202059.0,13,Sound,23.0,1
1771,4202059.0,14,Understanding_Motion,1.0,1
1772,4202074.0,0,Atomic_Structure,16.0,1
1773,4202074.0,1,Basic_Astronomy,0.0,1
1774,4202074.0,2,English_Beginner,16.0,1
1775,4202074.0,3,English_Elementary,0.0,1
1776,4202074.0,4,Geometric_Reasoning_Part_I,16.0,1
1777,4202074.0,5,Geometric_Reasoning_Part_II,0.0,1
1778,4202074.0,6,Linear_Equations,0.0,1
1781,4202074.0,9,Sound,16.0,1
1782,4202074.0,10,Understanding_Motion,15.0,1
1783,4202083.0,0,Atomic_Structure,24.0,1
1784,4202083.0,1,Basic_Astronomy,22.0,1
1785,4202083.0,2,Ecosystem,24.0,1
1786,4202083.0,3,English_Beginner,24.0,1
1787,4202083.0,4,English_Elementary,24.0,1
1788,4202083.0,5,Geometric_Reasoning_Part_I,24.0,1
1789,4202083.0,6,Geometric_Reasoning_Part_II,11.0,1
1790,4202083.0,7,Health_and_Disease,11.0,1
1791,4202083.0,8,Linear_Equations,7.0,1
1794,4202083.0,11,Proportional_Reasoning,23.0,1
1795,4202083.0,12,Reflecting_on_Values,17.0,1
1796,4202083.0,13,Sound,9.0,1
1797,4202083.0,14,Understanding_Motion,24.0,1
1798,4213045.0,0,Atomic_Structure,19.0,1
1799,4213045.0,1,Basic_Astronomy,0.0,1
1800,4213045.0,2,Ecosystem,0.0,1
1801,4213045.0,3,English_Beginner,19.0,1
1802,4213045.0,4,English_Elementary,19.0,1
1803,4213045.0,5,Geometric_Reasoning_Part_I,19.0,1
1804,4213045.0,6,Geometric_Reasoning_Part_II,0.0,1
1805,4213045.0,7,Health_and_Disease,0.0,1
1806,4213045.0,8,Linear_Equations,0.0,1
1809,4213045.0,11,Sound,19.0,1
1810,4213045.0,12,Understanding_Motion,19.0,1
1811,4221018.0,0,Atomic_Structure,8.0,1
1812,4221018.0,1,Basic_Astronomy,0.0,1
1813,4221018.0,2,English_Beginner,8.0,1
1814,4221018.0,3,English_Elementary,8.0,1
1815,4221018.0,4,Geometric_Reasoning_Part_I,0.0,1
1816,4221018.0,5,Geometric_Reasoning_Part_II,0.0,1
1817,4221018.0,6,Linear_Equations,0.0,1
1820,4221018.0,9,Sound,8.0,1
1821,4221018.0,10,Understanding_Motion,8.0,1
1822,4221026.0,0,Atomic_Structure,6.0,1
1823,4221026.0,1,Basic_Astronomy,6.0,1
1824,4221026.0,2,Ecosystem,0.0,1
1825,4221026.0,3,English_Beginner,6.0,1
1826,4221026.0,4,English_Elementary,6.0,1
1827,4221026.0,5,Geometric_Reasoning_Part_I,6.0,1
1828,4221026.0,6,Geometric_Reasoning_Part_II,0.0,1
1829,4221026.0,7,Health_and_Disease,0.0,1
1830,4221026.0,8,Linear_Equations,6.0,1
1833,4221026.0,11,Proportional_Reasoning,0.0,1
1834,4221026.0,12,Reflecting_on_Values,0.0,1
1835,4221026.0,13,Sound,13.0,1
1836,4221026.0,14,Understanding_Motion,0.0,1
1837,4221034.0,0,Atomic_Structure,0.0,1
1838,4221034.0,1,Basic_Astronomy,0.0,1
1839,4221034.0,2,English_Beginner,0.0,1
1840,4221034.0,3,English_Elementary,0.0,1
1841,4221034.0,4,Geometric_Reasoning_Part_I,0.0,1
1842,4221034.0,5,Geometric_Reasoning_Part_II,0.0,1
1843,4221034.0,6,Linear_Equations,0.0,1
1846,4221034.0,9,Sound,0.0,1
1847,4221034.0,10,Understanding_Motion,0.0,1
1848,4221040.0,0,Atomic_Structure,21.0,1
1849,4221040.0,1,Basic_Astronomy,17.0,1
1850,4221040.0,2,Ecosystem,0.0,1
1851,4221040.0,3,English_Beginner,19.0,1
1852,4221040.0,4,English_Elementary,18.0,1
1853,4221040.0,5,Geometric_Reasoning_Part_I,17.0,1
1854,4221040.0,6,Geometric_Reasoning_Part_II,0.0,1
1855,4221040.0,7,Health_and_Disease,1.0,1
1856,4221040.0,8,Linear_Equations,18.0,1
1859,4221040.0,11,Proportional_Reasoning,4.0,1
1860,4221040.0,12,Reflecting_on_Values,0.0,1
1861,4221040.0,13,Sound,19.0,1
1862,4221040.0,14,Understanding_Motion,5.0,1
1863,4221067.0,0,Atomic_Structure,21.0,1
1864,4221067.0,1,Basic_Astronomy,1.0,1
1865,4221067.0,2,Ecosystem,0.0,1
1866,4221067.0,3,English_Beginner,21.0,1
1867,4221067.0,4,English_Elementary,21.0,1
1868,4221067.0,5,Geometric_Reasoning_Part_I,1.0,1
1869,4221067.0,6,Geometric_Reasoning_Part_II,1.0,1
1870,4221067.0,7,Health_and_Disease,0.0,1
1871,4221067.0,8,Linear_Equations,1.0,1
1874,4221067.0,11,Proportional_Reasoning,20.0,1
1875,4221067.0,12,Reflecting_on_Values,0.0,1
1876,4221067.0,13,Sound,1.0,1
1877,4221067.0,14,Understanding_Motion,1.0,1
1878,4221068.0,0,Atomic_Structure,0.0,1
1879,4221068.0,1,Basic_Astronomy,0.0,1
1880,4221068.0,2,English_Beginner,0.0,1
1881,4221068.0,3,English_Elementary,0.0,1
1882,4221068.0,4,Geometric_Reasoning_Part_I,0.0,1
1883,4221068.0,5,Geometric_Reasoning_Part_II,0.0,1
1884,4221068.0,6,Linear_Equations,0.0,1
1887,4221068.0,9,Sound,0.0,1
1888,4221068.0,10,Understanding_Motion,0.0,1
1889,4221074.0,0,Atomic_Structure,20.0,1
1890,4221074.0,1,Basic_Astronomy,20.0,1
1891,4221074.0,2,Ecosystem,0.0,1
1892,4221074.0,3,English_Beginner,20.0,1
1893,4221074.0,4,English_Elementary,20.0,1
1894,4221074.0,5,Geometric_Reasoning_Part_I,20.0,1
1895,4221074.0,6,Geometric_Reasoning_Part_II,20.0,1
1896,4221074.0,7,Health_and_Disease,0.0,1
1897,4221074.0,8,Linear_Equations,20.0,1
1900,4221074.0,11,Proportional_Reasoning,0.0,1
1901,4221074.0,12,Reflecting_on_Values,0.0,1
1902,4221074.0,13,Sound,20.0,1
1903,4221074.0,14,Understanding_Motion,20.0,1
1904,4221094.0,0,Atomic_Structure,0.0,1
