school_server_code,Server on Without Activity,Tools only Activity,Modules only Activity,Tools with Modules Activity
4183023-tg23,101,0,0,1
4183052-tg52,91,0,1,0
4173074-tg74,39,0,4,1
4173080-tg80,38,0,1,0
4173027-tg27,15,0,1,0
4183068-tg68,13,0,1,0
4173075-tg75,2,1,6,2
4213045-tg45,1,0,4,0
4183032-tg32,3,0,1,0
4183016-tg16,0,0,1,0
