school_server_code,tool_name,createdat_start,createdat_end,time_spent,session_id,user_id,domain
1011024-ct24,food_sharing_tool,,2018-08-28 12:55:15,,064oyuxdnlul21a9r83x2vlgkqby04ij,550455,m
1011024-ct24,food_sharing_tool,,2018-08-28 12:55:15,,064oyuxdnlul21a9r83x2vlgkqby04ij,550445,m
1011024-ct24,food_sharing_tool,,2018-08-28 12:55:15,,064oyuxdnlul21a9r83x2vlgkqby04ij,550444,m
1011024-ct24,policesquad,,2018-08-03 15:19:55,0:5:47,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:21:29,0:1:32,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:25:20,0:3:51,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:28:01,0:2:40,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:29:58,0:1:55,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:32:45,0:2:47,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:34:39,0:1:53,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:36:33,0:1:53,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:37:21,0:0:48,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:38:50,0:1:29,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:44:59,0:2:51,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:47:32,0:2:33,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:50:44,0:3:11,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:53:58,0:3:14,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-03 15:57:35,0:3:36,j6bf30vnp0anjh4wfq0v1nf2ojbpa7ne,550420,m
1011024-ct24,policesquad,,2018-08-06 15:09:29,0:2:4,b6ir2jkli6jlerbblo0x9xtrspdi7koj,550420,m
1011024-ct24,policesquad,,2018-08-06 15:18:57,0:1:30,b6ir2jkli6jlerbblo0x9xtrspdi7koj,550420,m
1011024-ct24,policesquad,,2018-08-06 15:21:49,0:1:24,b6ir2jkli6jlerbblo0x9xtrspdi7koj,550420,m
1011024-ct24,policesquad,,2018-08-06 15:23:56,0:2:6,b6ir2jkli6jlerbblo0x9xtrspdi7koj,550420,m
1011024-ct24,policesquad,,2018-08-06 15:24:52,0:0:56,b6ir2jkli6jlerbblo0x9xtrspdi7koj,550420,m
1011024-ct24,policesquad,,2018-08-06 15:26:04,0:1:11,b6ir2jkli6jlerbblo0x9xtrspdi7koj,550420,m
1011024-ct24,policesquad,,2018-08-06 15:27:28,0:1:23,b6ir2jkli6jlerbblo0x9xtrspdi7koj,550420,m
