,activities_visited,buddy_userids,enrollment_status,grade,lessons_visited,module_name,percentage_activities_visited,percentage_lessons_visited,school_code,school_name,server_id,state_code,timestamp,total_activities,total_lessons,unit_name,user_id,username
14621,1.0,[],No,Grade 8,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-04 11:14:00,49.0,9.0,atom-in-chemistry,954468.0,black-dragonfly-tg109
14622,1.0,[],Yes,,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 11:16:00,49.0,9.0,atom-in-chemistry,954478.0,black-gorilla-tg109
14623,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 15:17:00,49.0,9.0,atom-in-chemistry,954478.0,black-gorilla-tg109
14624,3.0,[],Yes,,0.0,[u'Atomic Structure'],6.1224489795918355,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954478.0,black-gorilla-tg109
14625,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 11:16:00,49.0,9.0,atom-in-chemistry,954479.0,black-grasshopper-tg109
14626,4.0,[],Yes,,0.0,[u'Atomic Structure'],8.16326530612245,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 15:17:00,49.0,9.0,atom-in-chemistry,954479.0,black-grasshopper-tg109
14627,1.0,[],Yes,,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954480.0,black-hen-tg109
14628,1.0,[],Yes,,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954481.0,black-heron-tg109
14629,1.0,[],Yes,Grade 9,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954483.0,black-hippo-tg109
14630,1.0,[],Yes,,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954484.0,black-honeybee-tg109
14631,1.0,[],Yes,,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954486.0,black-kangaroo-tg109
14632,1.0,[],Yes,,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954491.0,black-lotus-tg109
14633,1.0,[],Yes,,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954495.0,black-ostrich-tg109
14634,1.0,[],Yes,,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954496.0,black-owl-tg109
14635,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 15:17:00,49.0,9.0,atom-in-chemistry,954501.0,black-pineapple-tg109
14636,1.0,[],Yes,Grade 9,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 15:17:00,49.0,9.0,atom-in-chemistry,954505.0,black-rose-tg109
14637,2.0,[],Yes,Grade 9,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954505.0,black-rose-tg109
14638,1.0,[],Yes,,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954516.0,black-sunflower-tg109
14639,1.0,[],Yes,Grade 9,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954517.0,black-swan-tg109
14640,1.0,[],Yes,Grade 9,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954518.0,black-tiger-tg109
14641,1.0,[],Yes,Grade 9,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954519.0,black-turtle-tg109
14642,2.0,[],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954522.0,black-zebra-tg109
14643,1.0,[954496],Yes,Grade 9,0.0,[u'Atomic Structure'],2.0408163265306123,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954569.0,blue-panda-tg109
14644,1.0,[],Yes,Grade 9,1.0,[u'Atomic Structure'],2.0408163265306123,11.111111111111109,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-09 14:17:00,49.0,9.0,atom-in-chemistry,954570.0,blue-parrot-tg109
14645,2.0,[],Yes,Grade 9,1.0,[u'Atomic Structure'],4.081632653061225,11.111111111111109,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954570.0,blue-parrot-tg109
14646,2.0,[954522],Yes,,0.0,[u'Atomic Structure'],4.081632653061225,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 13:21:00,49.0,9.0,atom-in-chemistry,954571.0,blue-peacock-tg109
14647,2.0,[],Yes,,1.0,[u'Atomic Structure'],4.081632653061225,11.111111111111109,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:53:00,49.0,9.0,atom-in-chemistry,1260076.0,blue-bat-sp100
14648,2.0,[],Yes,,1.0,[u'Atomic Structure'],4.081632653061225,11.111111111111109,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:53:00,49.0,9.0,atom-in-chemistry,1260076.0,blue-bat-sp100
14651,1.0,[],Yes,Grade 9,0.0,[u'Proportional Reasoning'],2.631578947368421,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:10:00,38.0,6.0,pr-unit4-applications,954462.0,black-cheetah-tg109
14652,1.0,[],Yes,Grade 9,0.0,[u'Proportional Reasoning'],2.631578947368421,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:10:00,38.0,6.0,pr-unit4-applications,954462.0,black-cheetah-tg109
14653,1.0,[954466],Yes,Grade 8,0.0,[u'Proportional Reasoning'],2.631578947368421,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:10:00,38.0,6.0,pr-unit4-applications,954468.0,black-dragonfly-tg109
14654,1.0,[954466],Yes,Grade 8,0.0,[u'Proportional Reasoning'],2.631578947368421,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:10:00,38.0,6.0,pr-unit4-applications,954468.0,black-dragonfly-tg109
14655,2.0,[],Yes,Grade 8,0.0,[u'Proportional Reasoning'],5.263157894736842,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-31 11:10:00,38.0,6.0,pr-unit4-applications,954468.0,black-dragonfly-tg109
14656,2.0,[],Yes,Grade 8,0.0,[u'Proportional Reasoning'],5.263157894736842,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-31 11:10:00,38.0,6.0,pr-unit4-applications,954468.0,black-dragonfly-tg109
14659,4.0,[],Yes,Grade 9,1.0,[u'Basic Astronomy'],26.66666666666667,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 11:09:00,15.0,5.0,ast-unit1-earth,954462.0,black-cheetah-tg109
14660,4.0,[],Yes,Grade 9,1.0,[u'Basic Astronomy'],26.66666666666667,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 11:09:00,15.0,5.0,ast-unit1-earth,954462.0,black-cheetah-tg109
14661,0.0,[],No,Grade 8,0.0,[u'Basic Astronomy'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:09:00,15.0,5.0,ast-unit1-earth,954463.0,black-cobra-tg109
14662,0.0,[],No,Grade 8,0.0,[u'Basic Astronomy'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:09:00,15.0,5.0,ast-unit1-earth,954463.0,black-cobra-tg109
14663,0.0,[],No,Grade 8,0.0,[u'Basic Astronomy'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:10:00,15.0,5.0,ast-unit1-earth,954467.0,black-dolphin-tg109
14664,0.0,[],No,Grade 8,0.0,[u'Basic Astronomy'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:10:00,15.0,5.0,ast-unit1-earth,954467.0,black-dolphin-tg109
14665,0.0,[],No,Grade 8,0.0,[u'Basic Astronomy'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:09:00,15.0,5.0,ast-unit1-earth,954468.0,black-dragonfly-tg109
14666,0.0,[],No,Grade 8,0.0,[u'Basic Astronomy'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:09:00,15.0,5.0,ast-unit1-earth,954468.0,black-dragonfly-tg109
14667,4.0,[954462],Yes,Grade 8,1.0,[u'Basic Astronomy'],26.66666666666667,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 11:09:00,15.0,5.0,ast-unit1-earth,954468.0,black-dragonfly-tg109
14668,4.0,[954462],Yes,Grade 8,1.0,[u'Basic Astronomy'],26.66666666666667,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 11:09:00,15.0,5.0,ast-unit1-earth,954468.0,black-dragonfly-tg109
14669,4.0,[954491],Yes,,1.0,[u'Basic Astronomy'],26.66666666666667,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:14:00,15.0,5.0,ast-unit1-earth,954495.0,black-ostrich-tg109
14670,0.0,[],No,,0.0,[u'Basic Astronomy'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 15:11:00,15.0,5.0,ast-unit1-earth,954501.0,black-pineapple-tg109
14671,5.0,[954516],Yes,Grade 9,1.0,[u'Basic Astronomy'],33.33333333333333,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-02-12 12:14:00,15.0,5.0,ast-unit1-earth,954505.0,black-rose-tg109
14672,1.0,[],Yes,Grade 9,0.0,[u'Basic Astronomy'],6.666666666666668,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-09 14:12:00,15.0,5.0,ast-unit1-earth,954570.0,blue-parrot-tg109
14673,0.0,[],No,Grade 8,0.0,[u'Basic Astronomy'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:52:00,15.0,5.0,ast-unit1-earth,1259953.0,blue-copper-sp100
14674,0.0,[],No,Grade 8,0.0,[u'Basic Astronomy'],0.0,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:52:00,15.0,5.0,ast-unit1-earth,1259953.0,blue-copper-sp100
14675,6.0,[],Yes,,1.0,[u'Basic Astronomy'],40.0,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:52:00,15.0,5.0,ast-unit1-earth,1260189.0,brown-ostrich-sp100
14676,6.0,[],Yes,,1.0,[u'Basic Astronomy'],40.0,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:52:00,15.0,5.0,ast-unit1-earth,1260189.0,brown-ostrich-sp100
14677,6.0,[],Yes,Grade 8,1.0,[u'Basic Astronomy'],40.0,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:52:00,15.0,5.0,ast-unit1-earth,1260193.0,brown-peacock-sp100
14678,6.0,[],Yes,Grade 8,1.0,[u'Basic Astronomy'],40.0,20.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-07-21 17:52:00,15.0,5.0,ast-unit1-earth,1260193.0,brown-peacock-sp100
14681,3.0,[],Yes,,0.0,[u'Ecosystem'],5.769230769230768,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954451.0,black-ant-tg109
14682,3.0,[],Yes,,0.0,[u'Ecosystem'],5.769230769230768,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954451.0,black-ant-tg109
14683,11.0,[],Yes,,1.0,[u'Ecosystem'],21.153846153846157,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954452.0,black-apple-tg109
14684,11.0,[],Yes,,1.0,[u'Ecosystem'],21.153846153846157,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954452.0,black-apple-tg109
14685,9.0,[],Yes,,1.0,[u'Ecosystem'],17.307692307692307,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954453.0,black-banana-tg109
14686,9.0,[],Yes,,1.0,[u'Ecosystem'],17.307692307692307,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954453.0,black-banana-tg109
14687,14.0,[],Yes,Grade 8,3.0,[u'Ecosystem'],26.923076923076927,27.27272727272727,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954453.0,black-banana-tg109
14688,14.0,[],Yes,Grade 8,3.0,[u'Ecosystem'],26.923076923076927,27.27272727272727,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954453.0,black-banana-tg109
14689,3.0,"[954451, 954457]",Yes,,0.0,[u'Ecosystem'],5.769230769230768,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954455.0,black-bear-tg109
14690,3.0,"[954451, 954457]",Yes,,0.0,[u'Ecosystem'],5.769230769230768,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954455.0,black-bear-tg109
14691,10.0,"[954459, 954461, 954465]",Yes,Grade 8,1.0,[u'Ecosystem'],19.230769230769234,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954456.0,black-beatle-tg109
14692,10.0,"[954459, 954461, 954465]",Yes,Grade 8,1.0,[u'Ecosystem'],19.230769230769234,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954456.0,black-beatle-tg109
14693,11.0,[],Yes,Grade 8,1.0,[u'Ecosystem'],21.153846153846157,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954456.0,black-beatle-tg109
14694,11.0,[],Yes,Grade 8,1.0,[u'Ecosystem'],21.153846153846157,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954456.0,black-beatle-tg109
14695,3.0,[],Yes,Grade 8,0.0,[u'Ecosystem'],5.769230769230768,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954457.0,black-bulbul-tg109
14696,3.0,[],Yes,Grade 8,0.0,[u'Ecosystem'],5.769230769230768,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954457.0,black-bulbul-tg109
14697,10.0,[],Yes,Grade 8,1.0,[u'Ecosystem'],19.230769230769234,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954459.0,black-butterfly-tg109
14698,10.0,[],Yes,Grade 8,1.0,[u'Ecosystem'],19.230769230769234,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954459.0,black-butterfly-tg109
14699,16.0,[],Yes,Grade 8,3.0,[u'Ecosystem'],30.76923076923077,27.27272727272727,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954459.0,black-butterfly-tg109
14700,16.0,[],Yes,Grade 8,3.0,[u'Ecosystem'],30.76923076923077,27.27272727272727,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954459.0,black-butterfly-tg109
14701,7.0,[],Yes,Grade 8,1.0,[u'Ecosystem'],13.461538461538463,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954461.0,black-cat-tg109
14702,7.0,[],Yes,Grade 8,1.0,[u'Ecosystem'],13.461538461538463,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954461.0,black-cat-tg109
14703,8.0,[],Yes,Grade 8,1.0,[u'Ecosystem'],15.384615384615385,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954461.0,black-cat-tg109
14704,8.0,[],Yes,Grade 8,1.0,[u'Ecosystem'],15.384615384615385,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954461.0,black-cat-tg109
14705,3.0,[],Yes,Grade 9,0.0,[u'Ecosystem'],5.769230769230768,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 11:11:00,52.0,11.0,ecosystem,954462.0,black-cheetah-tg109
14706,3.0,[],Yes,Grade 9,0.0,[u'Ecosystem'],5.769230769230768,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 11:11:00,52.0,11.0,ecosystem,954462.0,black-cheetah-tg109
14707,4.0,[],Yes,Grade 9,0.0,[u'Ecosystem'],7.6923076923076925,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:13:00,52.0,11.0,ecosystem,954462.0,black-cheetah-tg109
14708,4.0,[],Yes,Grade 9,0.0,[u'Ecosystem'],7.6923076923076925,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-20 12:13:00,52.0,11.0,ecosystem,954462.0,black-cheetah-tg109
14709,6.0,[],Yes,Grade 8,0.0,[u'Ecosystem'],11.538461538461537,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954463.0,black-cobra-tg109
14710,6.0,[],Yes,Grade 8,0.0,[u'Ecosystem'],11.538461538461537,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954463.0,black-cobra-tg109
14711,7.0,[],Yes,Grade 8,1.0,[u'Ecosystem'],13.461538461538463,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954463.0,black-cobra-tg109
14712,7.0,[],Yes,Grade 8,1.0,[u'Ecosystem'],13.461538461538463,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954463.0,black-cobra-tg109
14713,7.0,[],Yes,Grade 9,1.0,[u'Ecosystem'],13.461538461538463,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954464.0,black-crab-tg109
14714,7.0,[],Yes,Grade 9,1.0,[u'Ecosystem'],13.461538461538463,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954464.0,black-crab-tg109
14715,12.0,[],Yes,Grade 9,2.0,[u'Ecosystem'],23.07692307692308,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954464.0,black-crab-tg109
14716,12.0,[],Yes,Grade 9,2.0,[u'Ecosystem'],23.07692307692308,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954464.0,black-crab-tg109
14717,6.0,[],Yes,Grade 9,0.0,[u'Ecosystem'],11.538461538461537,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954465.0,black-deer-tg109
14718,6.0,[],Yes,Grade 9,0.0,[u'Ecosystem'],11.538461538461537,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954465.0,black-deer-tg109
14719,7.0,[],Yes,Grade 9,1.0,[u'Ecosystem'],13.461538461538463,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954465.0,black-deer-tg109
14720,7.0,[],Yes,Grade 9,1.0,[u'Ecosystem'],13.461538461538463,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954465.0,black-deer-tg109
14721,22.0,[954466],Yes,Grade 9,6.0,[u'Ecosystem'],42.307692307692314,54.54545454545454,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-10 12:15:00,52.0,11.0,ecosystem,954465.0,black-deer-tg109
14722,8.0,[954485],Yes,Grade 9,2.0,[u'Ecosystem'],15.384615384615385,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954466.0,black-dog-tg109
14723,8.0,[954485],Yes,Grade 9,2.0,[u'Ecosystem'],15.384615384615385,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954466.0,black-dog-tg109
14724,10.0,[],Yes,Grade 9,2.0,[u'Ecosystem'],19.230769230769234,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954466.0,black-dog-tg109
14725,10.0,[],Yes,Grade 9,2.0,[u'Ecosystem'],19.230769230769234,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954466.0,black-dog-tg109
14726,20.0,[],Yes,Grade 9,5.0,[u'Ecosystem'],38.46153846153847,45.45454545454545,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-10 12:15:00,52.0,11.0,ecosystem,954466.0,black-dog-tg109
14727,11.0,[],Yes,Grade 8,3.0,[u'Ecosystem'],21.153846153846157,27.27272727272727,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954468.0,black-dragonfly-tg109
14728,11.0,[],Yes,Grade 8,3.0,[u'Ecosystem'],21.153846153846157,27.27272727272727,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954468.0,black-dragonfly-tg109
14729,15.0,[],Yes,Grade 8,5.0,[u'Ecosystem'],28.846153846153847,45.45454545454545,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954468.0,black-dragonfly-tg109
14730,15.0,[],Yes,Grade 8,5.0,[u'Ecosystem'],28.846153846153847,45.45454545454545,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 15:11:00,52.0,11.0,ecosystem,954468.0,black-dragonfly-tg109
14731,16.0,[],Yes,Grade 8,5.0,[u'Ecosystem'],30.76923076923077,45.45454545454545,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-31 11:13:00,52.0,11.0,ecosystem,954468.0,black-dragonfly-tg109
14732,17.0,[],Yes,Grade 8,6.0,[u'Ecosystem'],32.69230769230769,54.54545454545454,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-09 15:15:00,52.0,11.0,ecosystem,954468.0,black-dragonfly-tg109
14733,11.0,[],Yes,Grade 9,1.0,[u'Ecosystem'],21.153846153846157,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954469.0,black-dragon-tg109
14734,11.0,[],Yes,Grade 9,1.0,[u'Ecosystem'],21.153846153846157,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954469.0,black-dragon-tg109
14735,11.0,[],Yes,,1.0,[u'Ecosystem'],21.153846153846157,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954470.0,black-duck-tg109
14736,11.0,[],Yes,,1.0,[u'Ecosystem'],21.153846153846157,9.090909090909092,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954470.0,black-duck-tg109
14737,18.0,[],Yes,,5.0,[u'Ecosystem'],34.615384615384606,45.45454545454545,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-31 11:13:00,52.0,11.0,ecosystem,954470.0,black-duck-tg109
14738,9.0,[],Yes,,2.0,[u'Ecosystem'],17.307692307692307,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954471.0,black-eagle-tg109
14739,9.0,[],Yes,,2.0,[u'Ecosystem'],17.307692307692307,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954471.0,black-eagle-tg109
14740,11.0,[],Yes,,4.0,[u'Ecosystem'],21.153846153846157,36.36363636363637,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-31 11:13:00,52.0,11.0,ecosystem,954472.0,black-elephant-tg109
14741,9.0,[],Yes,,2.0,[u'Ecosystem'],17.307692307692307,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954474.0,black-fox-tg109
14742,9.0,[],Yes,,2.0,[u'Ecosystem'],17.307692307692307,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954474.0,black-fox-tg109
14743,9.0,[],Yes,,2.0,[u'Ecosystem'],17.307692307692307,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954475.0,black-frog-tg109
14744,9.0,[],Yes,,2.0,[u'Ecosystem'],17.307692307692307,18.181818181818183,4141009.0,ZPHS Motlapally,tg109,tg,2018-12-18 12:11:00,52.0,11.0,ecosystem,954475.0,black-frog-tg109
14745,2.0,[],Yes,,0.0,[u'Ecosystem'],3.8461538461538463,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-08 15:14:00,52.0,11.0,ecosystem,954477.0,black-goat-tg109
14746,1.0,[],No,,0.0,[u'Ecosystem'],1.9230769230769231,0.0,4141009.0,ZPHS Motlapally,tg109,tg,2019-01-07 14:13:00,52.0,11.0,ecosystem,954478.0,black-gorilla-tg109
