school_server_code,tool_name,created_at,user_id,domain,time_hh,time_mm,time_ss,date_created,time_spent
1011001-ct1,Food_sharing_tool,2018-07-15 15:49:31,0,m,15,49,31,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:49:33,0,m,15,49,33,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:49:37,0,m,15,49,37,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:49:38,0,m,15,49,38,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:49:42,0,m,15,49,42,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:49:48,0,m,15,49,48,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:49:53,0,m,15,49,53,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:50:16,0,m,15,50,16,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:28:11,0,m,23,28,11,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:50:23,0,m,15,50,23,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:31:56,0,m,23,31,56,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:50:50,0,m,15,50,50,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:50:55,0,m,15,50,55,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:51:05,0,m,15,51,05,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:51:13,0,m,15,51,13,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:51:48,0,m,15,51,48,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 17:54:44,0,m,17,54,44,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:33:16,0,m,23,33,16,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:51:55,0,m,15,51,55,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:51:57,0,m,15,51,57,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:52:02,0,m,15,52,02,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 17:55:06,0,m,17,55,06,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 17:55:10,0,m,17,55,10,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 17:55:13,0,m,17,55,13,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:52:20,0,m,15,52,20,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 17:55:24,0,m,17,55,24,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:52:39,0,m,15,52,39,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:34:17,0,m,23,34,17,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:52:56,0,m,15,52,56,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:34:33,0,m,23,34,33,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:34:36,0,m,23,34,36,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:31:12,0,m,23,31,12,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:53:33,0,m,15,53,33,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:53:41,0,m,15,53,41,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:53:56,0,m,15,53,56,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:54:12,0,m,15,54,12,20180715,286.0
1011001-ct1,Food_sharing_tool,2018-07-17 23:36:02,0,m,23,36,02,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-17 17:57:39,0,m,17,57,39,20180717,560.0
1011001-ct1,Food_sharing_tool,2018-07-15 15:55:36,0,m,15,55,36,20180715,286.0
